claim_line_id,claim_id,line_number,part_number,vmrs_component_code,vmrs_cause_code,vmrs_correction_code,quantity,unit_cost,line_total,labor_hours,srt_standard_hours,labor_variance_pct,cost_variance_pct,repair_type
CL-005188,WC-2023002664,1,A-714-280-01-00,038,01,08,1,284.97,284.97,0.7,0.7,0.0,-1.7,Standard
CL-005189,WC-2023002664,2,A-001-997-55-45,045,01,05,6,743.41,4460.46,1.3,1.2,8.3,-4.7,Standard
CL-005190,WC-2023002665,1,A-001-545-80-00,041,06,03,1,1278.07,1278.07,2.1,2.3,-8.7,2.2,Complex
CL-005191,WC-2023002666,1,A-001-997-55-45,045,01,09,2,813.36,1626.72,1.5,1.2,25.0,4.3,Complex
CL-005192,WC-2023002666,2,A-680-490-02-04,043,03,08,1,1930.31,1930.31,3.0,2.3,30.4,-1.0,Standard
CL-005193,WC-2023002667,1,A-001-030-60-12,032,02,05,1,1115.02,1115.02,2.2,2.5,-12.0,1.4,Complex
CL-005194,WC-2023002668,1,A-680-480-01-02,043,01,02,1,2951.5,2951.5,2.8,3.1,-9.7,3.6,Complex
CL-005195,WC-2023002669,1,A-001-030-60-12,032,02,07,1,1014.73,1014.73,2.3,2.5,-8.0,-7.8,Complex
CL-005196,WC-2023002670,1,A-001-545-76-32,041,02,01,1,3451.53,3451.53,2.6,2.5,4.0,1.5,Complex
CL-005197,WC-2023002670,2,A-460-500-01-03,010,01,09,1,904.67,904.67,3.4,3.5,-2.9,1.6,Complex
CL-005198,WC-2023002670,3,A-680-490-02-04,043,03,01,1,1922.24,1922.24,2.3,2.3,0.0,-1.4,Complex
CL-005199,WC-2023002671,1,A-960-501-05-00,042,03,09,1,265.66,265.66,1.1,1.2,-8.3,-6.8,Complex
CL-005200,WC-2023002672,1,A-001-030-45-56,032,01,05,1,917.09,917.09,3.3,3.2,3.1,-3.5,Standard
CL-005201,WC-2023002672,2,A-350-100-01-00,050,01,05,1,352.87,352.87,1.4,1.2,16.7,-7.1,Standard
CL-005202,WC-2023002672,3,A-001-030-95-00,032,04,05,1,1796.5,1796.5,1.7,1.9,-10.5,-0.2,Complex
CL-005203,WC-2023002673,1,A-001-030-45-56,032,01,07,1,1018.41,1018.41,3.3,3.2,3.1,7.2,Complex
CL-005204,WC-2023002674,1,A-714-280-01-00,038,01,07,1,305.38,305.38,0.7,0.7,0.0,5.3,Standard
CL-005205,WC-2023002674,2,A-350-100-01-00,050,01,07,1,364.19,364.19,1.1,1.2,-8.3,-4.2,Complex
CL-005206,WC-2023002675,1,A-960-501-02-00,042,01,09,1,600.12,600.12,1.8,2.1,-14.3,-3.2,Standard
CL-005207,WC-2023002676,1,A-460-350-02-00,010,05,07,1,170.51,170.51,1.7,2.0,-15.0,3.3,Complex
CL-005208,WC-2023002676,2,A-001-545-90-00,041,07,06,1,1727.49,1727.49,3.2,3.2,0.0,4.7,Standard
CL-005209,WC-2023002676,3,A-001-997-70-00,045,03,03,1,365.56,365.56,1.6,1.6,0.0,7.5,Complex
CL-005210,WC-2023002677,1,A-001-545-80-00,041,06,04,1,1257.9,1257.9,2.2,2.3,-4.3,0.6,Complex
CL-005211,WC-2023002678,1,A-960-540-01-00,042,04,02,1,832.9,832.9,3.0,3.4,-11.8,6.8,Standard
CL-005212,WC-2023002679,1,A-680-490-05-00,043,05,04,1,2895.47,2895.47,2.1,1.8,16.7,7.2,Complex
CL-005213,WC-2023002679,2,A-460-350-02-00,010,05,04,1,166.05,166.05,1.9,2.0,-5.0,0.6,Standard
CL-005214,WC-2023002680,1,A-680-480-01-02,043,01,08,1,2748.88,2748.88,2.7,3.1,-12.9,-3.5,Complex
CL-005215,WC-2023002681,1,A-350-200-01-00,050,02,07,1,192.66,192.66,2.0,1.8,11.1,-1.2,Complex
CL-005216,WC-2023002681,2,A-680-480-03-00,043,04,05,1,1458.16,1458.16,2.9,2.9,0.0,0.6,Complex
CL-005217,WC-2023002681,3,A-001-030-45-56,032,01,01,1,927.72,927.72,3.0,3.2,-6.3,-2.3,Complex
CL-005218,WC-2023002682,1,A-714-280-05-00,038,02,07,1,5305.68,5305.68,2.6,2.3,13.0,10.5,Complex
CL-005219,WC-2023002682,2,A-714-320-01-00,037,01,04,1,3528.27,3528.27,4.1,3.6,13.9,10.3,Standard
CL-005220,WC-2023002683,1,A-001-030-45-56,032,01,08,1,931.32,931.32,3.3,3.2,3.1,-2.0,Complex
CL-005221,WC-2023002683,2,A-714-280-01-00,038,01,09,1,295.34,295.34,0.8,0.7,14.3,1.8,Standard
CL-005222,WC-2023002683,3,A-001-030-95-00,032,04,05,1,1739.85,1739.85,1.9,1.9,0.0,-3.3,Complex
CL-005223,WC-2023002684,1,A-460-350-02-00,010,05,04,1,167.71,167.71,2.1,2.0,5.0,1.6,Standard
CL-005224,WC-2023002684,2,A-001-545-76-32,041,02,05,1,3537.63,3537.63,2.4,2.5,-4.0,4.0,Standard
CL-005225,WC-2023002685,1,A-960-540-01-00,042,04,09,1,820.58,820.58,2.9,3.4,-14.7,5.2,Standard
CL-005226,WC-2023002685,2,A-001-997-60-12,045,02,05,1,1996.09,1996.09,1.8,1.6,12.5,-4.9,Complex
CL-005227,WC-2023002686,1,A-460-501-00-00,010,06,09,1,191.44,191.44,2.9,2.9,0.0,3.5,Complex
CL-005228,WC-2023002686,2,A-714-320-01-00,037,01,01,1,3405.62,3405.62,3.4,3.6,-5.6,6.4,Complex
CL-005229,WC-2023002687,1,A-001-997-55-45,045,01,02,5,765.17,3825.85,1.2,1.2,0.0,-1.9,Standard
CL-005230,WC-2023002687,2,A-001-545-90-00,041,07,06,1,1705.82,1705.82,3.2,3.2,0.0,3.4,Standard
CL-005231,WC-2023002687,3,A-714-280-01-00,038,01,01,1,302.87,302.87,0.6,0.7,-14.3,4.4,Standard
CL-005232,WC-2023002688,1,A-680-480-03-00,043,04,05,1,1474.85,1474.85,3.0,2.9,3.4,1.7,Complex
CL-005233,WC-2023002688,2,A-001-545-80-00,041,06,09,1,1226.34,1226.34,2.0,2.3,-13.0,-1.9,Complex
CL-005234,WC-2023002689,1,A-001-545-80-00,041,06,09,1,1194.07,1194.07,2.2,2.3,-4.3,-4.5,Standard
CL-005235,WC-2023002689,2,A-350-100-01-00,050,01,07,1,368.19,368.19,1.1,1.2,-8.3,-3.1,Standard
CL-005236,WC-2023002690,1,A-680-490-05-00,043,05,06,1,2653.95,2653.95,1.7,1.8,-5.6,-1.7,Complex
CL-005237,WC-2023002690,2,A-460-350-02-00,010,05,05,1,173.26,173.26,1.8,2.0,-10.0,5.0,Complex
CL-005238,WC-2023002690,3,A-001-545-76-32,041,02,09,1,3247.32,3247.32,2.7,2.5,8.0,-4.5,Standard
CL-005239,WC-2023002691,1,A-680-490-05-00,043,05,01,1,2710.47,2710.47,1.9,1.8,5.6,0.4,Standard
CL-005240,WC-2023002691,2,A-680-480-01-02,043,01,07,1,2957.87,2957.87,2.8,3.1,-9.7,3.8,Standard
CL-005241,WC-2023002692,1,A-460-501-00-00,010,06,03,1,171.47,171.47,2.6,2.9,-10.3,-7.3,Standard
CL-005242,WC-2023002693,1,A-001-997-60-12,045,02,05,1,1971.34,1971.34,1.5,1.6,-6.3,-6.1,Standard
CL-005243,WC-2023002693,2,A-960-320-10-01,042,02,09,1,1853.56,1853.56,3.9,3.7,5.4,3.0,Complex
CL-005244,WC-2023002694,1,A-001-997-60-12,045,02,04,1,2108.28,2108.28,1.7,1.6,6.2,0.4,Complex
CL-005245,WC-2023002694,2,A-001-030-95-00,032,04,01,1,1869.95,1869.95,2.1,1.9,10.5,3.9,Standard
CL-005246,WC-2023002695,1,A-001-997-60-12,045,02,08,1,2236.9,2236.9,1.8,1.6,12.5,6.5,Standard
CL-005247,WC-2023002696,1,A-680-480-03-00,043,04,01,1,1408.79,1408.79,3.0,2.9,3.4,-2.8,Standard
CL-005248,WC-2023002697,1,A-460-501-00-00,010,06,02,1,187.42,187.42,3.0,2.9,3.4,1.3,Complex
CL-005249,WC-2023002697,2,A-714-280-01-00,038,01,09,1,294.69,294.69,0.6,0.7,-14.3,1.6,Standard
CL-005250,WC-2023002698,1,A-714-320-01-00,037,01,02,1,3152.38,3152.38,4.1,3.6,13.9,-1.5,Standard
CL-005251,WC-2023002698,2,A-680-490-05-00,043,05,05,1,2506.53,2506.53,1.8,1.8,0.0,-7.2,Standard
CL-005252,WC-2023002698,3,A-001-997-60-12,045,02,04,1,2098.23,2098.23,1.5,1.6,-6.3,-0.1,Complex
CL-005253,WC-2023002699,1,A-680-480-03-00,043,04,01,1,1423.46,1423.46,3.3,2.9,13.8,-1.8,Standard
CL-005254,WC-2023002699,2,A-714-320-01-00,037,01,03,1,3135.36,3135.36,3.7,3.6,2.8,-2.0,Standard
CL-005255,WC-2023002699,3,A-680-480-01-02,043,01,05,1,3027.25,3027.25,2.7,3.1,-12.9,6.2,Complex
CL-005256,WC-2023002700,1,A-001-030-95-00,032,04,06,1,1678.39,1678.39,1.9,1.9,0.0,-6.8,Complex
CL-005257,WC-2023002700,2,A-001-545-80-00,041,06,09,1,1286.54,1286.54,2.3,2.3,0.0,2.9,Complex
CL-005258,WC-2023002701,1,A-001-545-76-32,041,02,01,1,3571.71,3571.71,2.6,2.5,4.0,5.1,Complex
CL-005259,WC-2023002701,2,A-001-030-60-12,032,02,08,1,1118.42,1118.42,2.6,2.5,4.0,1.7,Complex
CL-005260,WC-2023002701,3,A-001-997-60-12,045,02,01,1,2150.31,2150.31,1.5,1.6,-6.3,2.4,Complex
CL-005261,WC-2023002702,1,A-001-997-55-45,045,01,06,4,777.93,3111.72,1.2,1.2,0.0,-0.3,Complex
CL-005262,WC-2023002703,1,A-001-030-95-00,032,04,06,1,2005.65,2005.65,2.1,1.9,10.5,11.4,Standard
CL-005263,WC-2023002704,1,A-001-997-70-00,045,03,03,1,321.08,321.08,1.7,1.6,6.2,-5.6,Complex
CL-005264,WC-2023002704,2,A-001-997-60-12,045,02,04,1,2108.66,2108.66,1.7,1.6,6.2,0.4,Complex
CL-005265,WC-2023002705,1,A-680-490-05-00,043,05,07,1,2656.18,2656.18,2.2,1.8,22.2,-1.6,Complex
CL-005266,WC-2023002705,2,A-001-030-95-00,032,04,04,1,1730.82,1730.82,2.6,1.9,36.8,-3.8,Standard
CL-005267,WC-2023002706,1,A-460-350-02-00,010,05,05,1,153.31,153.31,1.9,2.0,-5.0,-7.1,Standard
CL-005268,WC-2023002706,2,A-460-501-00-00,010,06,07,1,173.61,173.61,3.0,2.9,3.4,-6.2,Standard
CL-005269,WC-2023002706,3,A-714-320-01-00,037,01,09,1,3117.77,3117.77,3.8,3.6,5.6,-2.6,Standard
CL-005270,WC-2023002707,1,A-001-545-80-00,041,06,09,1,1252.81,1252.81,2.3,2.3,0.0,0.2,Standard
CL-005271,WC-2023002707,2,A-001-997-60-12,045,02,09,1,1981.87,1981.87,1.5,1.6,-6.3,-5.6,Standard
CL-005272,WC-2023002708,1,A-001-802-88-01,041,05,01,1,4149.24,4149.24,2.3,2.5,-8.0,-1.2,Complex
CL-005273,WC-2023002708,2,A-680-490-02-04,043,03,05,1,2018.47,2018.47,2.3,2.3,0.0,3.5,Standard
CL-005274,WC-2023002709,1,A-001-030-95-00,032,04,03,1,1908.63,1908.63,1.6,1.9,-15.8,6.0,Complex
CL-005275,WC-2023002709,2,A-001-802-88-01,041,05,09,1,4224.02,4224.02,2.8,2.5,12.0,0.6,Complex
CL-005276,WC-2023002709,3,A-350-100-01-00,050,01,01,1,395.86,395.86,1.2,1.2,0.0,4.2,Complex
CL-005277,WC-2023002710,1,A-001-030-45-56,032,01,06,1,1015.36,1015.36,3.1,3.2,-3.1,6.9,Complex
CL-005278,WC-2023002710,2,A-460-501-00-00,010,06,03,1,196.08,196.08,3.1,2.9,6.9,6.0,Standard
CL-005279,WC-2023002711,1,A-460-350-02-00,010,05,07,1,169.21,169.21,1.8,2.0,-10.0,2.6,Complex
CL-005280,WC-2023002711,2,A-680-490-02-04,043,03,04,1,1995.7,1995.7,2.5,2.3,8.7,2.3,Standard
CL-005281,WC-2023002712,1,A-001-030-45-56,032,01,05,1,939.98,939.98,2.8,3.2,-12.5,-1.1,Complex
CL-005282,WC-2023002713,1,A-350-200-01-00,050,02,03,1,198.29,198.29,2.0,1.8,11.1,1.7,Complex
CL-005283,WC-2023002713,2,A-714-260-02-00,037,03,09,1,2544.69,2544.69,2.4,2.2,9.1,6.0,Standard
CL-005284,WC-2023002714,1,A-680-480-01-02,043,01,05,1,2752.65,2752.65,3.3,3.1,6.5,-3.4,Standard
CL-005285,WC-2023002715,1,A-680-480-03-00,043,04,04,1,1475.63,1475.63,3.2,2.9,10.3,1.8,Complex
CL-005286,WC-2023002715,2,A-714-280-01-00,038,01,03,1,274.29,274.29,0.7,0.7,0.0,-5.4,Standard
CL-005287,WC-2023002716,1,A-001-802-88-01,041,05,07,1,4271.69,4271.69,2.1,2.5,-16.0,1.7,Standard
CL-005288,WC-2023002716,2,A-714-280-05-00,038,02,01,1,4436.42,4436.42,2.6,2.3,13.0,-7.6,Standard
CL-005289,WC-2023002716,3,A-960-501-02-00,042,01,04,1,646.14,646.14,2.0,2.1,-4.8,4.2,Complex
CL-005290,WC-2023002717,1,A-001-997-60-12,045,02,07,1,1985.81,1985.81,1.6,1.6,0.0,-5.4,Standard
CL-005291,WC-2023002717,2,A-001-997-55-45,045,01,03,6,753.88,4523.28,1.3,1.2,8.3,-3.3,Standard
CL-005292,WC-2023002718,1,A-680-490-05-00,043,05,03,1,2852.45,2852.45,1.9,1.8,5.6,5.6,Standard
CL-005293,WC-2023002719,1,A-680-490-05-00,043,05,06,1,2912.95,2912.95,1.8,1.8,0.0,7.9,Standard
CL-005294,WC-2023002719,2,A-460-350-02-00,010,05,07,1,158.06,158.06,1.8,2.0,-10.0,-4.2,Complex
CL-005295,WC-2023002719,3,A-460-500-01-03,010,01,05,1,818.99,818.99,3.1,3.5,-11.4,-8.0,Complex
CL-005296,WC-2023002720,1,A-680-495-01-00,043,06,05,1,628.41,628.41,1.9,2.2,-13.6,-3.3,Complex
CL-005297,WC-2023002721,1,A-001-030-95-00,032,04,05,1,1731.87,1731.87,1.7,1.9,-10.5,-3.8,Standard
CL-005298,WC-2023002721,2,A-960-320-10-01,042,02,01,1,1697.87,1697.87,3.3,3.7,-10.8,-5.7,Standard
CL-005299,WC-2023002722,1,A-001-997-60-12,045,02,01,1,2197.16,2197.16,1.7,1.6,6.2,4.6,Complex
CL-005300,WC-2023002722,2,A-960-501-02-00,042,01,09,1,571.47,571.47,1.9,2.1,-9.5,-7.8,Complex
CL-005301,WC-2023002723,1,A-460-500-01-03,010,01,07,1,941.51,941.51,3.9,3.5,11.4,5.8,Complex
CL-005302,WC-2023002723,2,A-680-495-01-00,043,06,07,1,634.92,634.92,2.2,2.2,0.0,-2.3,Standard
CL-005303,WC-2023002724,1,A-001-545-90-00,041,07,09,1,1542.97,1542.97,2.8,3.2,-12.5,-6.5,Complex
CL-005304,WC-2023002725,1,A-714-320-01-00,037,01,04,1,3370.97,3370.97,3.4,3.6,-5.6,5.3,Standard
CL-005305,WC-2023002725,2,A-960-501-02-00,042,01,07,1,598.55,598.55,1.9,2.1,-9.5,-3.5,Complex
CL-005306,WC-2023002726,1,A-350-100-01-00,050,01,06,1,363.07,363.07,1.2,1.2,0.0,-4.5,Complex
CL-005307,WC-2023002726,2,A-001-997-70-00,045,03,01,1,325.14,325.14,1.5,1.6,-6.3,-4.4,Standard
CL-005308,WC-2023002726,3,A-001-030-45-56,032,01,05,1,991.62,991.62,3.1,3.2,-3.1,4.4,Complex
CL-005309,WC-2023002727,1,A-960-540-01-00,042,04,05,1,829.37,829.37,3.1,3.4,-8.8,6.3,Standard
CL-005310,WC-2023002728,1,A-460-420-03-00,010,04,02,1,1058.7,1058.7,2.6,2.4,8.3,-7.9,Complex
CL-005311,WC-2023002728,2,A-460-500-01-03,010,01,01,1,921.33,921.33,3.9,3.5,11.4,3.5,Standard
CL-005312,WC-2023002729,1,A-001-030-80-00,032,03,09,1,219.8,219.8,1.3,1.3,0.0,-0.1,Standard
CL-005313,WC-2023002730,1,A-960-540-01-00,042,04,07,1,760.74,760.74,3.0,3.4,-11.8,-2.5,Complex
CL-005314,WC-2023002730,2,A-960-501-02-00,042,01,02,1,636.15,636.15,2.3,2.1,9.5,2.6,Complex
CL-005315,WC-2023002730,3,A-714-320-01-00,037,01,03,1,3001.06,3001.06,3.8,3.6,5.6,-6.2,Standard
CL-005316,WC-2023002731,1,A-680-495-01-00,043,06,06,1,603.24,603.24,2.2,2.2,0.0,-7.2,Complex
CL-005317,WC-2023002732,1,A-001-030-60-12,032,02,09,1,1090.66,1090.66,2.2,2.5,-12.0,-0.8,Complex
CL-005318,WC-2023002732,2,A-001-545-90-00,041,07,01,1,1605.55,1605.55,2.9,3.2,-9.4,-2.7,Standard
CL-005319,WC-2023002733,1,A-960-320-10-01,042,02,01,1,1726.14,1726.14,4.1,3.7,10.8,-4.1,Complex
CL-005320,WC-2023002734,1,A-680-490-05-00,043,05,01,1,2712.54,2712.54,1.9,1.8,5.6,0.5,Standard
CL-005321,WC-2023002734,2,A-001-030-60-12,032,02,02,1,1037.06,1037.06,2.7,2.5,8.0,-5.7,Standard
CL-005322,WC-2023002735,1,A-001-030-60-12,032,02,04,1,1166.84,1166.84,2.9,2.5,16.0,6.1,Standard
CL-005323,WC-2023002735,2,A-680-490-02-04,043,03,04,1,1831.08,1831.08,2.4,2.3,4.3,-6.1,Complex
CL-005324,WC-2023002736,1,A-350-100-01-00,050,01,05,1,382.12,382.12,1.1,1.2,-8.3,0.6,Complex
CL-005325,WC-2023002737,1,A-001-030-45-56,032,01,02,1,932.63,932.63,3.4,3.2,6.2,-1.8,Standard
CL-005326,WC-2023002737,2,A-680-495-01-00,043,06,02,1,603.32,603.32,2.3,2.2,4.5,-7.2,Standard
CL-005327,WC-2023002737,3,A-001-545-80-00,041,06,01,1,1155.82,1155.82,2.0,2.3,-13.0,-7.5,Standard
CL-005328,WC-2023002738,1,A-680-480-01-02,043,01,08,1,2741.29,2741.29,2.6,3.1,-16.1,-3.8,Complex
CL-005329,WC-2023002738,2,A-460-501-00-00,010,06,07,1,180.6,180.6,3.2,2.9,10.3,-2.4,Complex
CL-005330,WC-2023002739,1,A-460-350-02-00,010,05,04,1,151.94,151.94,2.0,2.0,0.0,-7.9,Complex
CL-005331,WC-2023002740,1,A-001-545-90-00,041,07,02,1,1742.99,1742.99,3.5,3.2,9.4,5.6,Standard
CL-005332,WC-2023002740,2,A-714-280-01-00,038,01,01,1,282.31,282.31,0.7,0.7,0.0,-2.7,Standard
CL-005333,WC-2023002741,1,A-460-350-02-00,010,05,09,1,156.21,156.21,1.8,2.0,-10.0,-5.3,Complex
CL-005334,WC-2023002741,2,A-001-030-95-00,032,04,01,1,1737.47,1737.47,1.7,1.9,-10.5,-3.5,Standard
CL-005335,WC-2023002741,3,A-001-545-90-00,041,07,07,1,1579.39,1579.39,2.8,3.2,-12.5,-4.3,Complex
CL-005336,WC-2023002742,1,A-001-997-60-12,045,02,06,1,1987.34,1987.34,1.7,1.6,6.2,-5.4,Complex
CL-005337,WC-2023002743,1,A-680-490-05-00,043,05,01,1,2774.64,2774.64,1.9,1.8,5.6,2.8,Complex
CL-005338,WC-2023002744,1,A-001-997-60-12,045,02,08,1,2114.42,2114.42,1.8,1.6,12.5,0.7,Complex
CL-005339,WC-2023002744,2,A-001-030-45-56,032,01,01,1,978.65,978.65,3.5,3.2,9.4,3.0,Complex
CL-005340,WC-2023002745,1,A-680-495-01-00,043,06,08,1,606.63,606.63,2.5,2.2,13.6,-6.7,Complex
CL-005341,WC-2023002746,1,A-001-545-80-00,041,06,05,1,1233.46,1233.46,2.1,2.3,-8.7,-1.3,Complex
CL-005342,WC-2023002746,2,A-960-540-01-00,042,04,03,1,795.53,795.53,3.0,3.4,-11.8,2.0,Complex
CL-005343,WC-2023002747,1,A-960-501-05-00,042,03,02,1,273.75,273.75,1.1,1.2,-8.3,-3.9,Standard
CL-005344,WC-2023002747,2,A-001-030-80-00,032,03,07,1,215.46,215.46,1.3,1.3,0.0,-2.1,Standard
CL-005345,WC-2023002747,3,A-350-100-01-00,050,01,02,1,374.78,374.78,1.1,1.2,-8.3,-1.4,Complex
CL-005346,WC-2023002748,1,A-960-540-01-00,042,04,01,1,717.63,717.63,3.3,3.4,-2.9,-8.0,Standard
CL-005347,WC-2023002748,2,A-680-480-01-02,043,01,04,1,2732.61,2732.61,3.4,3.1,9.7,-4.1,Complex
CL-005348,WC-2023002748,3,A-001-545-80-00,041,06,08,1,1152.83,1152.83,2.5,2.3,8.7,-7.8,Complex
CL-005349,WC-2023002749,1,A-680-480-03-00,043,04,06,1,1459.62,1459.62,3.0,2.9,3.4,0.7,Complex
CL-005350,WC-2023002749,2,A-001-545-76-32,041,02,01,1,3355.54,3355.54,2.8,2.5,12.0,-1.3,Complex
CL-005351,WC-2023002750,1,A-960-501-05-00,042,03,09,1,292.63,292.63,1.2,1.2,0.0,2.7,Complex
CL-005352,WC-2023002751,1,A-001-030-60-12,032,02,04,1,1024.74,1024.74,2.5,2.5,0.0,-6.8,Complex
CL-005353,WC-2023002751,2,A-680-495-01-00,043,06,07,1,604.77,604.77,2.3,2.2,4.5,-7.0,Standard
CL-005354,WC-2023002752,1,A-714-260-02-00,037,03,07,1,2374.56,2374.56,2.4,2.2,9.1,-1.1,Complex
CL-005355,WC-2023002752,2,A-460-420-03-00,010,04,05,1,1171.44,1171.44,2.6,2.4,8.3,1.9,Complex
CL-005356,WC-2023002752,3,A-001-997-55-45,045,01,07,6,761.01,4566.06,1.2,1.2,0.0,-2.4,Standard
CL-005357,WC-2023002753,1,A-714-280-01-00,038,01,01,1,290.16,290.16,0.7,0.7,0.0,0.1,Complex
CL-005358,WC-2023002753,2,A-460-500-01-03,010,01,05,1,860.9,860.9,4.0,3.5,14.3,-3.3,Standard
CL-005359,WC-2023002753,3,A-714-320-01-00,037,01,07,1,3084.09,3084.09,3.2,3.6,-11.1,-3.6,Complex
CL-005360,WC-2023002754,1,A-001-545-76-32,041,02,03,1,3366.94,3366.94,2.6,2.5,4.0,-1.0,Standard
CL-005361,WC-2023002754,2,A-714-320-01-00,037,01,05,1,3028.48,3028.48,3.9,3.6,8.3,-5.4,Standard
CL-005362,WC-2023002755,1,A-460-501-00-00,010,06,04,1,197.48,197.48,2.6,2.9,-10.3,6.7,Standard
CL-005363,WC-2023002755,2,A-001-030-45-56,032,01,05,1,922.81,922.81,3.3,3.2,3.1,-2.9,Standard
CL-005364,WC-2023002755,3,A-001-030-80-00,032,03,05,1,216.21,216.21,1.3,1.3,0.0,-1.7,Complex
CL-005365,WC-2023002756,1,A-680-490-02-04,043,03,08,1,1984.59,1984.59,2.6,2.3,13.0,1.8,Standard
CL-005366,WC-2023002756,2,A-460-350-02-00,010,05,09,1,171.56,171.56,1.8,2.0,-10.0,4.0,Complex
CL-005367,WC-2023002757,1,A-960-320-10-01,042,02,07,1,1677.99,1677.99,3.3,3.7,-10.8,-6.8,Complex
CL-005368,WC-2023002757,2,A-680-490-02-04,043,03,05,1,1960.85,1960.85,2.2,2.3,-4.3,0.6,Complex
CL-005369,WC-2023002758,1,A-001-030-45-56,032,01,05,1,917.28,917.28,3.3,3.2,3.1,-3.4,Complex
CL-005370,WC-2023002758,2,A-714-320-01-00,037,01,05,1,3392.5,3392.5,3.9,3.6,8.3,6.0,Standard
CL-005371,WC-2023002758,3,A-960-501-02-00,042,01,07,1,627.43,627.43,1.9,2.1,-9.5,1.2,Complex
CL-005372,WC-2023002759,1,A-460-350-02-00,010,05,06,1,167.66,167.66,2.3,2.0,15.0,1.6,Standard
CL-005373,WC-2023002760,1,A-001-030-80-00,032,03,03,1,221.64,221.64,1.5,1.3,15.4,0.7,Standard
CL-005374,WC-2023002760,2,A-680-490-05-00,043,05,06,1,2536.76,2536.76,1.7,1.8,-5.6,-6.0,Standard
CL-005375,WC-2023002761,1,A-714-280-05-00,038,02,08,1,4592.33,4592.33,2.1,2.3,-8.7,-4.3,Complex
CL-005376,WC-2023002761,2,A-460-350-02-00,010,05,03,1,158.54,158.54,1.9,2.0,-5.0,-3.9,Complex
CL-005377,WC-2023002761,3,A-001-545-90-00,041,07,08,1,1556.12,1556.12,3.7,3.2,15.6,-5.7,Standard
CL-005378,WC-2023002762,1,A-001-802-88-01,041,05,02,1,4502.65,4502.65,2.6,2.5,4.0,7.2,Complex
CL-005379,WC-2023002762,2,A-680-490-02-04,043,03,03,1,1873.8,1873.8,2.1,2.3,-8.7,-3.9,Standard
CL-005380,WC-2023002762,3,A-350-200-01-00,050,02,02,1,195.5,195.5,1.6,1.8,-11.1,0.3,Complex
CL-005381,WC-2023002763,1,A-714-280-05-00,038,02,03,1,4771.49,4771.49,2.2,2.3,-4.3,-0.6,Standard
CL-005382,WC-2023002764,1,A-001-030-60-12,032,02,03,1,1054.86,1054.86,2.7,2.5,8.0,-4.1,Standard
CL-005383,WC-2023002764,2,A-960-540-01-00,042,04,02,1,786.08,786.08,3.3,3.4,-2.9,0.8,Standard
CL-005384,WC-2023002765,1,A-460-420-03-00,010,04,09,1,1116.37,1116.37,2.4,2.4,0.0,-2.9,Standard
CL-005385,WC-2023002766,1,A-001-997-55-45,045,01,07,6,811.5,4869.0,1.3,1.2,8.3,4.0,Standard
CL-005386,WC-2023002767,1,A-001-545-76-32,041,02,09,1,3576.07,3576.07,2.4,2.5,-4.0,5.2,Complex
CL-005387,WC-2023002767,2,A-680-490-05-00,043,05,02,1,2782.82,2782.82,1.8,1.8,0.0,3.1,Complex
CL-005388,WC-2023002768,1,A-460-350-02-00,010,05,06,1,181.01,181.01,2.2,2.0,10.0,9.7,Standard
CL-005389,WC-2023002769,1,A-680-490-05-00,043,05,09,1,2573.76,2573.76,1.6,1.8,-11.1,-4.7,Standard
CL-005390,WC-2023002769,2,A-001-997-60-12,045,02,04,1,1986.39,1986.39,1.5,1.6,-6.3,-5.4,Complex
CL-005391,WC-2023002770,1,A-960-501-05-00,042,03,03,1,295.63,295.63,1.2,1.2,0.0,3.7,Complex
CL-005392,WC-2023002771,1,A-001-030-60-12,032,02,08,1,1136.58,1136.58,2.3,2.5,-8.0,3.3,Complex
CL-005393,WC-2023002771,2,A-680-480-01-02,043,01,04,1,2969.02,2969.02,3.4,3.1,9.7,4.2,Standard
CL-005394,WC-2023002771,3,A-714-320-01-00,037,01,07,1,3219.91,3219.91,3.6,3.6,0.0,0.6,Complex
CL-005395,WC-2023002772,1,A-001-030-95-00,032,04,08,1,1709.2,1709.2,1.8,1.9,-5.3,-5.0,Standard
CL-005396,WC-2023002773,1,A-350-200-01-00,050,02,06,1,188.89,188.89,1.7,1.8,-5.6,-3.1,Complex
CL-005397,WC-2023002773,2,A-960-501-02-00,042,01,09,1,641.4,641.4,1.9,2.1,-9.5,3.5,Complex
CL-005398,WC-2023002774,1,A-001-030-45-56,032,01,09,1,942.91,942.91,3.2,3.2,0.0,-0.7,Complex
CL-005399,WC-2023002774,2,A-460-501-00-00,010,06,01,1,198.95,198.95,2.6,2.9,-10.3,7.5,Standard
CL-005400,WC-2023002774,3,A-001-030-80-00,032,03,04,1,219.19,219.19,1.2,1.3,-7.7,-0.4,Complex
CL-005401,WC-2023002775,1,A-960-501-05-00,042,03,04,1,298.56,298.56,1.1,1.2,-8.3,4.8,Complex
CL-005402,WC-2023002775,2,A-001-545-90-00,041,07,01,1,1589.5,1589.5,3.6,3.2,12.5,-3.7,Standard
CL-005403,WC-2023002775,3,A-001-030-45-56,032,01,07,1,1012.55,1012.55,3.5,3.2,9.4,6.6,Standard
