attachment_id,claim_id,file_name,file_type,file_size_kb,upload_date,perceptual_hash,ssim_match_score,is_duplicate_flag
ATT-004114,WC-2023002059,repair_photo_4114.jpg,JPEG,2078,2025-04-02,4debeaef4b0660ca,0.1,N
ATT-004115,WC-2023002059,invoice_4115.pdf,PDF,1727,2025-04-02,d5576067cabf7426,0.23,N
ATT-004116,WC-2023002060,repair_photo_4116.jpg,JPEG,4795,2024-03-15,d3f1efde05650fcc,0.12,N
ATT-004117,WC-2023002060,repair_photo_4117.jpg,JPEG,3214,2024-03-15,b55e850e73baed85,0.08,N
ATT-004118,WC-2023002060,invoice_4118.pdf,PDF,1855,2024-03-15,8de89c26ccf35591,0.06,N
ATT-004119,WC-2023002061,repair_photo_4119.jpg,JPEG,3213,2024-07-19,187ac921def70fa9,0.02,N
ATT-004120,WC-2023002061,repair_photo_4120.jpg,JPEG,3520,2024-07-19,128fe56d87eacaa2,0.09,N
ATT-004121,WC-2023002061,invoice_4121.pdf,PDF,4107,2024-07-19,b058ab7b629d2edf,0.07,N
ATT-004122,WC-2023002062,repair_photo_4122.jpg,JPEG,3744,2025-02-04,83f2a3e3d8a1e7a1,0.17,N
ATT-004123,WC-2023002062,repair_photo_4123.jpg,JPEG,3712,2025-02-04,c1552accea3f9d5d,0.19,N
ATT-004124,WC-2023002063,repair_photo_4124.jpg,JPEG,3094,2024-05-16,397ef8a0fe1f110b,0.01,N
ATT-004125,WC-2023002063,repair_photo_4125.jpg,JPEG,2374,2024-05-16,35b7d4ade4f9b9b5,0.14,N
ATT-004126,WC-2023002064,repair_photo_4126.jpg,JPEG,4367,2023-03-08,be470432bc16523e,0.24,N
ATT-004127,WC-2023002064,repair_photo_4127.jpg,JPEG,1386,2023-03-08,1386beb71fd7732a,0.01,N
ATT-004128,WC-2023002065,repair_photo_4128.jpg,JPEG,2762,2025-08-17,384ce35cb41ad8a2,0.19,N
ATT-004129,WC-2023002065,repair_photo_4129.jpg,JPEG,834,2025-08-17,d646c8ebd9e81edc,0.21,N
ATT-004130,WC-2023002065,invoice_4130.pdf,PDF,3727,2025-08-17,eb2a96672452526b,0.14,N
ATT-004131,WC-2023002066,repair_photo_4131.jpg,JPEG,4449,2023-11-19,68833cd883e40774,0.03,N
ATT-004132,WC-2023002066,repair_photo_4132.jpg,JPEG,4543,2023-11-19,6cd90a846ac6e0a7,0.22,N
ATT-004133,WC-2023002066,invoice_4133.pdf,PDF,348,2023-11-19,cdcdc1fec7613d14,0.18,N
ATT-004134,WC-2023002067,repair_photo_4134.jpg,JPEG,1642,2023-08-27,d1c07748f5a247cb,0.17,N
ATT-004135,WC-2023002068,repair_photo_4135.jpg,JPEG,1414,2024-08-19,6e44db4a7f62816b,0.05,N
ATT-004136,WC-2023002068,repair_photo_4136.jpg,JPEG,663,2024-08-19,e4bba3173ebd15e6,0.09,N
ATT-004137,WC-2023002069,repair_photo_4137.jpg,JPEG,3944,2024-08-25,8e4e2c57e2723f7d,0.02,N
ATT-004138,WC-2023002069,repair_photo_4138.jpg,JPEG,1444,2024-08-25,27efdcc40c7756b2,0.15,N
ATT-004139,WC-2023002070,repair_photo_4139.jpg,JPEG,3078,2023-08-15,e7c8384091bf74ad,0.25,N
ATT-004140,WC-2023002071,repair_photo_4140.jpg,JPEG,3596,2023-10-27,67974b9bbe80e1c8,0.0,N
ATT-004141,WC-2023002071,repair_photo_4141.jpg,JPEG,1510,2023-10-27,0b1d5b25fb6a4380,0.23,N
ATT-004142,WC-2023002072,repair_photo_4142.jpg,JPEG,4529,2025-09-22,3c9da585803c385c,0.12,N
ATT-004143,WC-2023002072,repair_photo_4143.jpg,JPEG,1877,2025-09-22,e9d35ad9f3f630c7,0.2,N
ATT-004144,WC-2023002073,repair_photo_4144.jpg,JPEG,3796,2024-01-28,7158a7560ca00bb2,0.12,N
ATT-004145,WC-2023002073,repair_photo_4145.jpg,JPEG,3711,2024-01-28,864ed76b20c7d40c,0.01,N
ATT-004146,WC-2023002073,invoice_4146.pdf,PDF,249,2024-01-28,3d7e2b13cbaab372,0.06,N
ATT-004147,WC-2023002074,repair_photo_4147.jpg,JPEG,1682,2025-09-11,f9fad62bf74ee38d,0.14,N
ATT-004148,WC-2023002074,repair_photo_4148.jpg,JPEG,3078,2025-09-11,86dc1cd710b9768a,0.18,N
ATT-004149,WC-2023002075,repair_photo_4149.jpg,JPEG,3714,2024-06-08,4c7c23fb9562a297,0.07,N
ATT-004150,WC-2023002075,repair_photo_4150.jpg,JPEG,1124,2024-06-08,f378071d6bcc87a9,0.13,N
ATT-004151,WC-2023002075,invoice_4151.pdf,PDF,3752,2024-06-08,7c623538ea818762,0.22,N
ATT-004152,WC-2023002076,repair_photo_4152.jpg,JPEG,4391,2025-03-28,5c77c333605ee514,0.14,N
ATT-004153,WC-2023002077,repair_photo_4153.jpg,JPEG,2795,2024-02-17,a97f4f69de0e5d55,0.05,N
ATT-004154,WC-2023002077,repair_photo_4154.jpg,JPEG,4269,2024-02-17,81fdf88c77757e8b,0.08,N
ATT-004155,WC-2023002078,repair_photo_4155.jpg,JPEG,1942,2025-04-05,9c3344d1d75a5223,0.18,N
ATT-004156,WC-2023002078,repair_photo_4156.jpg,JPEG,2941,2025-04-05,99be27f5f91320c4,0.03,N
ATT-004157,WC-2023002079,repair_photo_4157.jpg,JPEG,4565,2024-12-12,ef15f9846fafeb12,0.19,N
ATT-004158,WC-2023002080,repair_photo_4158.jpg,JPEG,3108,2023-09-11,1538e91deda976cd,0.1,N
ATT-004159,WC-2023002080,repair_photo_4159.jpg,JPEG,2094,2023-09-11,f956027139b83318,0.17,N
ATT-004160,WC-2023002080,invoice_4160.pdf,PDF,3199,2023-09-11,c9dabc796cea384d,0.16,N
ATT-004161,WC-2023002081,repair_photo_4161.jpg,JPEG,2117,2025-05-27,a6c7bc5a5d6c9a4a,0.08,N
ATT-004162,WC-2023002081,repair_photo_4162.jpg,JPEG,1699,2025-05-27,d046932ec793101b,0.08,N
ATT-004163,WC-2023002081,invoice_4163.pdf,PDF,3107,2025-05-27,b5afb1bd127eed36,0.08,N
ATT-004164,WC-2023002082,repair_photo_4164.jpg,JPEG,2035,2025-07-25,e02f0726a3a8ea70,0.18,N
ATT-004165,WC-2023002083,repair_photo_4165.jpg,JPEG,2391,2023-02-24,8a29b7d3a0fafc35,0.15,N
ATT-004166,WC-2023002084,repair_photo_4166.jpg,JPEG,3766,2025-01-12,1b26fc60c658a93c,0.02,N
ATT-004167,WC-2023002084,repair_photo_4167.jpg,JPEG,4764,2025-01-12,a1c0dc6f89e25101,0.18,N
ATT-004168,WC-2023002085,repair_photo_4168.jpg,JPEG,4426,2025-06-13,6c76089e58346311,0.2,N
ATT-004169,WC-2023002085,repair_photo_4169.jpg,JPEG,1449,2025-06-13,81bfe9512b58615b,0.11,N
ATT-004170,WC-2023002086,repair_photo_4170.jpg,JPEG,985,2024-12-07,498d41ce640e4ca4,0.2,N
ATT-004171,WC-2023002087,repair_photo_4171.jpg,JPEG,443,2025-11-22,3f8101209c377fe9,0.17,N
ATT-004172,WC-2023002088,repair_photo_4172.jpg,JPEG,1657,2025-06-20,6b01e5fd3fa18472,0.24,N
ATT-004173,WC-2023002089,repair_photo_4173.jpg,JPEG,1500,2024-10-14,247dc0e9031efa50,0.13,N
ATT-004174,WC-2023002089,repair_photo_4174.jpg,JPEG,900,2024-10-14,c683776e6ed3d97f,0.03,N
ATT-004175,WC-2023002089,invoice_4175.pdf,PDF,4590,2024-10-14,1ad39bfffaa6d53e,0.13,N
ATT-004176,WC-2023002090,repair_photo_4176.jpg,JPEG,563,2023-06-05,c8716e2fa13a8946,0.03,N
ATT-004177,WC-2023002091,repair_photo_4177.jpg,JPEG,1998,2024-04-19,954ae8f6c533c890,0.05,N
ATT-004178,WC-2023002092,repair_photo_4178.jpg,JPEG,1918,2023-05-18,0373a4ccfeb18349,0.24,N
ATT-004179,WC-2023002093,repair_photo_4179.jpg,JPEG,2694,2024-02-25,c22502c63b01672f,0.2,N
ATT-004180,WC-2023002093,repair_photo_4180.jpg,JPEG,325,2024-02-25,a27060260b679788,0.03,N
ATT-004181,WC-2023002094,repair_photo_4181.jpg,JPEG,3790,2025-01-11,983dba69af742b50,0.21,N
ATT-004182,WC-2023002095,repair_photo_4182.jpg,JPEG,1488,2025-07-26,ad3083f6ab116053,0.09,N
ATT-004183,WC-2023002096,repair_photo_4183.jpg,JPEG,1499,2025-04-25,f49f8d1b856883d9,0.07,N
ATT-004184,WC-2023002096,repair_photo_4184.jpg,JPEG,210,2025-04-25,7eb454acf3574bb1,0.03,N
ATT-004185,WC-2023002096,invoice_4185.pdf,PDF,4042,2025-04-25,46d15d9af9d3e0ae,0.2,N
ATT-004186,WC-2023002097,repair_photo_4186.jpg,JPEG,322,2025-01-04,f872bfe2343e03a4,0.07,N
ATT-004187,WC-2023002097,repair_photo_4187.jpg,JPEG,779,2025-01-04,49567508906f3060,0.22,N
ATT-004188,WC-2023002097,invoice_4188.pdf,PDF,2688,2025-01-04,3586be5d5d4a9eb8,0.17,N
ATT-004189,WC-2023002098,repair_photo_4189.jpg,JPEG,3581,2025-03-11,7c1b60537779e0a0,0.02,N
ATT-004190,WC-2023002099,repair_photo_4190.jpg,JPEG,2515,2025-07-14,b8f7d97874ec9340,0.05,N
ATT-004191,WC-2023002099,repair_photo_4191.jpg,JPEG,3102,2025-07-14,bca260be9c4df39f,0.0,N
ATT-004192,WC-2023002100,repair_photo_4192.jpg,JPEG,4795,2024-01-27,89629a2aa4c83a03,0.08,N
ATT-004193,WC-2023002100,repair_photo_4193.jpg,JPEG,3450,2024-01-27,da8141769a8a524f,0.11,N
ATT-004194,WC-2023002100,invoice_4194.pdf,PDF,1466,2024-01-27,3b32d47d71ce61a3,0.11,N
ATT-004195,WC-2023002101,repair_photo_4195.jpg,JPEG,3081,2025-09-24,0a90ee7ff093fe67,0.17,N
ATT-004196,WC-2023002101,repair_photo_4196.jpg,JPEG,2450,2025-09-24,1a5c87d748d09215,0.13,N
ATT-004197,WC-2023002101,invoice_4197.pdf,PDF,1750,2025-09-24,0597320de8e8ddb1,0.08,N
ATT-004198,WC-2023002102,repair_photo_4198.jpg,JPEG,1928,2024-01-15,f9facfc8298589f7,0.08,N
ATT-004199,WC-2023002102,repair_photo_4199.jpg,JPEG,1656,2024-01-15,3e0c1e79c8eadde5,0.02,N
ATT-004200,WC-2023002103,repair_photo_4200.jpg,JPEG,2284,2024-02-11,a5553096896e832e,0.09,N
ATT-004201,WC-2023002104,repair_photo_4201.jpg,JPEG,435,2023-12-25,243f004581b4830b,0.07,N
ATT-004202,WC-2023002105,repair_photo_4202.jpg,JPEG,4364,2025-11-03,24c28d5632c4b24c,0.2,N
ATT-004203,WC-2023002106,repair_photo_4203.jpg,JPEG,2657,2024-02-05,da77516616dc69c0,0.12,N
ATT-004204,WC-2023002107,repair_photo_4204.jpg,JPEG,2063,2025-07-21,581c5f043483d507,0.02,N
ATT-004205,WC-2023002107,repair_photo_4205.jpg,JPEG,3664,2025-07-21,fe954dad97f9b8a2,0.24,N
ATT-004206,WC-2023002107,invoice_4206.pdf,PDF,2784,2025-07-21,4d9f3ba95019a7ba,0.03,N
ATT-004207,WC-2023002108,repair_photo_4207.jpg,JPEG,2599,2025-06-04,1569902d1dc1d987,0.14,N
ATT-004208,WC-2023002108,repair_photo_4208.jpg,JPEG,1610,2025-06-04,03b35432f09c1e27,0.08,N
ATT-004209,WC-2023002109,repair_photo_4209.jpg,JPEG,4519,2025-06-14,d1f46855daee9b17,0.08,N
ATT-004210,WC-2023002109,repair_photo_4210.jpg,JPEG,3613,2025-06-14,c81702617285407f,0.17,N
ATT-004211,WC-2023002110,repair_photo_4211.jpg,JPEG,2305,2025-01-10,98d8ba9825d66059,0.02,N
ATT-004212,WC-2023002111,repair_photo_4212.jpg,JPEG,2028,2024-12-24,dafa2b000af0fcdd,0.17,N
ATT-004213,WC-2023002111,repair_photo_4213.jpg,JPEG,3029,2024-12-24,40f41b0b6b929182,0.11,N
ATT-004214,WC-2023002111,invoice_4214.pdf,PDF,4046,2024-12-24,5dd6e56adaaf578f,0.23,N
ATT-004215,WC-2023002112,repair_photo_4215.jpg,JPEG,779,2025-01-28,74364093a12a75c6,0.15,N
ATT-004216,WC-2023002112,repair_photo_4216.jpg,JPEG,4478,2025-01-28,d4cd88f5322ee0ae,0.1,N
ATT-004217,WC-2023002113,repair_photo_4217.jpg,JPEG,4680,2024-06-07,06569ecf8f11c07a,0.23,N
ATT-004218,WC-2023002113,repair_photo_4218.jpg,JPEG,3150,2024-06-07,41327c37b545bb6f,0.2,N
ATT-004219,WC-2023002114,repair_photo_4219.jpg,JPEG,4086,2024-10-01,45ec7a0d7e1dc216,0.03,N
ATT-004220,WC-2023002114,repair_photo_4220.jpg,JPEG,1100,2024-10-01,2f8defb2c84c6acb,0.06,N
ATT-004221,WC-2023002114,invoice_4221.pdf,PDF,4500,2024-10-01,1b97476fa2d90df5,0.13,N
ATT-004222,WC-2023002115,repair_photo_4222.jpg,JPEG,1078,2023-11-06,7261d3a819b9c71a,0.06,N
ATT-004223,WC-2023002116,repair_photo_4223.jpg,JPEG,4856,2024-06-14,e14457f2361e4f9d,0.11,N
ATT-004224,WC-2023002116,repair_photo_4224.jpg,JPEG,4885,2024-06-14,dfbe3f631db66364,0.1,N
ATT-004225,WC-2023002117,repair_photo_4225.jpg,JPEG,2222,2024-04-03,8d8eb6a255b3b001,0.01,N
ATT-004226,WC-2023002117,repair_photo_4226.jpg,JPEG,2486,2024-04-03,54432315bf75bd50,0.08,N
ATT-004227,WC-2023002117,invoice_4227.pdf,PDF,326,2024-04-03,8114f0f543ecd647,0.11,N
ATT-004228,WC-2023002118,repair_photo_4228.jpg,JPEG,3831,2024-09-02,ce3c5a1f909a8077,0.17,N
ATT-004229,WC-2023002119,repair_photo_4229.jpg,JPEG,3414,2024-02-23,d312373558775188,0.09,N
ATT-004230,WC-2023002119,repair_photo_4230.jpg,JPEG,3614,2024-02-23,99ba167eecf60afc,0.22,N
ATT-004231,WC-2023002120,repair_photo_4231.jpg,JPEG,4488,2024-03-20,4452feceb898254b,0.13,N
ATT-004232,WC-2023002120,repair_photo_4232.jpg,JPEG,1186,2024-03-20,1cf5516064b52c33,0.03,N
ATT-004233,WC-2023002120,invoice_4233.pdf,PDF,1418,2024-03-20,c945adcc5f3ac251,0.11,N
ATT-004234,WC-2023002121,repair_photo_4234.jpg,JPEG,1878,2024-07-28,ef9ef114fc9429c3,0.05,N
ATT-004235,WC-2023002121,repair_photo_4235.jpg,JPEG,1296,2024-07-28,73edd9df5b732c73,0.22,N
ATT-004236,WC-2023002122,repair_photo_4236.jpg,JPEG,2199,2024-02-10,2c2dd1b6f7573869,0.25,N
ATT-004237,WC-2023002123,repair_photo_4237.jpg,JPEG,1724,2023-03-04,acb869d9ef21d570,0.09,N
ATT-004238,WC-2023002124,repair_photo_4238.jpg,JPEG,4712,2024-02-19,93f92e6265a78a5b,0.03,N
ATT-004239,WC-2023002124,repair_photo_4239.jpg,JPEG,2083,2024-02-19,e8fabbb24a4fb7fa,0.09,N
ATT-004240,WC-2023002124,invoice_4240.pdf,PDF,3079,2024-02-19,77d0fdb8d9746937,0.12,N
ATT-004241,WC-2023002125,repair_photo_4241.jpg,JPEG,2324,2025-06-28,78f67d72cc672e9d,0.03,N
ATT-004242,WC-2023002126,repair_photo_4242.jpg,JPEG,4753,2023-11-28,4542893c757229ad,0.2,N
ATT-004243,WC-2023002127,repair_photo_4243.jpg,JPEG,2786,2025-03-01,848b131358a127dc,0.02,N
ATT-004244,WC-2023002127,repair_photo_4244.jpg,JPEG,766,2025-03-01,a35c88ba5dee0e9e,0.19,N
ATT-004245,WC-2023002128,repair_photo_4245.jpg,JPEG,4118,2024-05-10,0f229c5f01a9742e,0.07,N
ATT-004246,WC-2023002129,repair_photo_4246.jpg,JPEG,1552,2025-02-09,2dbe4b9e6e64ed9a,0.22,N
ATT-004247,WC-2023002130,repair_photo_4247.jpg,JPEG,1088,2025-08-01,395123a64109f6f2,0.07,N
ATT-004248,WC-2023002130,repair_photo_4248.jpg,JPEG,1806,2025-08-01,ee0a9ffd96f1e2a3,0.07,N
ATT-004249,WC-2023002131,repair_photo_4249.jpg,JPEG,564,2025-05-01,e3daedcc4d67f08c,0.05,N
ATT-004250,WC-2023002131,repair_photo_4250.jpg,JPEG,4876,2025-05-01,461f2e960991e385,0.09,N
ATT-004251,WC-2023002132,repair_photo_4251.jpg,JPEG,538,2025-03-20,cd5882914d220765,0.08,N
ATT-004252,WC-2023002132,repair_photo_4252.jpg,JPEG,1604,2025-03-20,6aad3305fd4d32c3,0.12,N
ATT-004253,WC-2023002133,repair_photo_4253.jpg,JPEG,3285,2023-07-07,6227c52c7d90b912,0.23,N
ATT-004254,WC-2023002133,repair_photo_4254.jpg,JPEG,1300,2023-07-07,57a382701e412d8b,0.08,N
ATT-004255,WC-2023002134,repair_photo_4255.jpg,JPEG,1835,2025-02-13,70365aebb118f3cc,0.03,N
ATT-004256,WC-2023002134,repair_photo_4256.jpg,JPEG,2787,2025-02-13,cd9e03e6115d70a6,0.18,N
ATT-004257,WC-2023002135,repair_photo_4257.jpg,JPEG,1401,2025-05-12,b820eb5424f08da2,0.18,N
ATT-004258,WC-2023002136,repair_photo_4258.jpg,JPEG,3422,2023-11-17,7948d5887c73a033,0.07,N
ATT-004259,WC-2023002136,repair_photo_4259.jpg,JPEG,4548,2023-11-17,ea36e924bee7fdc6,0.16,N
ATT-004260,WC-2023002137,repair_photo_4260.jpg,JPEG,2583,2025-02-20,e044d14eae75ab24,0.18,N
ATT-004261,WC-2023002138,repair_photo_4261.jpg,JPEG,3152,2024-06-09,d39d00d5c7e48ac5,0.03,N
ATT-004262,WC-2023002138,repair_photo_4262.jpg,JPEG,3859,2024-06-09,590116a9d52f4279,0.22,N
ATT-004263,WC-2023002138,invoice_4263.pdf,PDF,3240,2024-06-09,293dab3529305267,0.16,N
ATT-004264,WC-2023002139,repair_photo_4264.jpg,JPEG,2858,2025-02-17,5b7f8d439088b4a3,0.05,N
ATT-004265,WC-2023002139,repair_photo_4265.jpg,JPEG,329,2025-02-17,eedab7716d0e9719,0.2,N
ATT-004266,WC-2023002140,repair_photo_4266.jpg,JPEG,2105,2024-09-10,c7ac5d00f6c86111,0.19,N
ATT-004267,WC-2023002140,repair_photo_4267.jpg,JPEG,235,2024-09-10,c5441e411ac56fc3,0.16,N
ATT-004268,WC-2023002140,invoice_4268.pdf,PDF,1528,2024-09-10,675e826907ee7725,0.06,N
ATT-004269,WC-2023002141,repair_photo_4269.jpg,JPEG,1573,2023-04-10,68207157a798c556,0.23,N
ATT-004270,WC-2023002141,repair_photo_4270.jpg,JPEG,2058,2023-04-10,88f5e2798271ea81,0.24,N
ATT-004271,WC-2023002142,repair_photo_4271.jpg,JPEG,3166,2023-09-18,ed9bf77bee402419,0.17,N
ATT-004272,WC-2023002142,repair_photo_4272.jpg,JPEG,716,2023-09-18,29771aa922c2fded,0.18,N
ATT-004273,WC-2023002142,invoice_4273.pdf,PDF,1847,2023-09-18,9759659961cdec3b,0.19,N
ATT-004274,WC-2023002143,repair_photo_4274.jpg,JPEG,2769,2023-08-18,489b90d608b9a20c,0.24,N
ATT-004275,WC-2023002144,repair_photo_4275.jpg,JPEG,940,2024-08-07,8b946e2b19210779,0.21,N
ATT-004276,WC-2023002145,repair_photo_4276.jpg,JPEG,688,2023-04-03,a6ca4e485084d028,0.05,N
ATT-004277,WC-2023002145,repair_photo_4277.jpg,JPEG,281,2023-04-03,a270f24d44c5dbe3,0.07,N
ATT-004278,WC-2023002145,invoice_4278.pdf,PDF,1911,2023-04-03,43cf4115d5ca5db0,0.19,N
ATT-004279,WC-2023002146,repair_photo_4279.jpg,JPEG,2396,2023-06-01,d57e1c2d0f89a3f8,0.17,N
ATT-004280,WC-2023002146,repair_photo_4280.jpg,JPEG,822,2023-06-01,a26cc557ffe46ead,0.06,N
ATT-004281,WC-2023002147,repair_photo_4281.jpg,JPEG,4279,2024-04-22,9e7851a054bc97ef,0.16,N
ATT-004282,WC-2023002147,repair_photo_4282.jpg,JPEG,1830,2024-04-22,36ba49f4f93b79f1,0.07,N
ATT-004283,WC-2023002148,repair_photo_4283.jpg,JPEG,1676,2024-01-05,d86b3cbf2f135378,0.22,N
ATT-004284,WC-2023002149,repair_photo_4284.jpg,JPEG,1095,2025-07-02,bb70366d3751465f,0.24,N
ATT-004285,WC-2023002150,repair_photo_4285.jpg,JPEG,932,2025-03-15,c6d8112c2205b59f,0.08,N
ATT-004286,WC-2023002151,repair_photo_4286.jpg,JPEG,4269,2023-12-01,828c146e33a265d2,0.2,N
ATT-004287,WC-2023002152,repair_photo_4287.jpg,JPEG,726,2025-12-11,15c37e66c60230b5,0.19,N
ATT-004288,WC-2023002152,repair_photo_4288.jpg,JPEG,476,2025-12-11,974f6d46544ec31f,0.07,N
ATT-004289,WC-2023002153,repair_photo_4289.jpg,JPEG,4719,2023-02-04,c8ae3991ada81da1,0.1,N
ATT-004290,WC-2023002153,repair_photo_4290.jpg,JPEG,4247,2023-02-04,e81fd46ecb2624ff,0.04,N
ATT-004291,WC-2023002154,repair_photo_4291.jpg,JPEG,4248,2025-11-18,0b721273e119f8e8,0.12,N
ATT-004292,WC-2023002154,repair_photo_4292.jpg,JPEG,1194,2025-11-18,2e7831e582489fee,0.11,N
ATT-004293,WC-2023002155,repair_photo_4293.jpg,JPEG,2060,2023-10-13,61c67ca9a3d29993,0.03,N
ATT-004294,WC-2023002156,repair_photo_4294.jpg,JPEG,3307,2023-11-21,46886a87fa37cfb6,0.13,N
ATT-004295,WC-2023002156,repair_photo_4295.jpg,JPEG,390,2023-11-21,c606472473153ab1,0.04,N
ATT-004296,WC-2023002157,repair_photo_4296.jpg,JPEG,244,2025-11-19,26794ac8c9c65ea4,0.12,N
ATT-004297,WC-2023002157,repair_photo_4297.jpg,JPEG,3235,2025-11-19,d3e96e49b0c2a156,0.18,N
ATT-004298,WC-2023002158,repair_photo_4298.jpg,JPEG,4268,2023-04-04,06428e411bac6f37,0.12,N
ATT-004299,WC-2023002158,repair_photo_4299.jpg,JPEG,2279,2023-04-04,fcb75f011ba509c6,0.17,N
ATT-004300,WC-2023002159,repair_photo_4300.jpg,JPEG,4588,2024-06-10,895cbc723468bf08,0.09,N
ATT-004301,WC-2023002160,repair_photo_4301.jpg,JPEG,4506,2025-09-01,73189f4863ca3c3c,0.2,N
ATT-004302,WC-2023002161,repair_photo_4302.jpg,JPEG,4312,2025-11-18,6c547034f2db34ce,0.13,N
ATT-004303,WC-2023002161,repair_photo_4303.jpg,JPEG,453,2025-11-18,da04fdf0429385cc,0.03,N
ATT-004304,WC-2023002161,invoice_4304.pdf,PDF,4797,2025-11-18,9bee234f5f7ecc81,0.21,N
ATT-004305,WC-2023002162,repair_photo_4305.jpg,JPEG,2565,2025-10-14,3fe763e68ae7f80b,0.0,N
ATT-004306,WC-2023002162,repair_photo_4306.jpg,JPEG,3839,2025-10-14,305c07eb9cae9177,0.91,Y
ATT-004307,WC-2023002162,invoice_4307.pdf,PDF,1899,2025-10-14,1745263b2f54bc4c,0.02,N
ATT-004308,WC-2023002163,repair_photo_4308.jpg,JPEG,1715,2025-08-03,5ad00d38890cef52,0.23,N
ATT-004309,WC-2023002164,repair_photo_4309.jpg,JPEG,281,2024-05-04,9c199520fbf51613,0.15,N
ATT-004310,WC-2023002165,repair_photo_4310.jpg,JPEG,207,2023-03-19,ffe42b01a557c0a4,0.11,N
ATT-004311,WC-2023002166,repair_photo_4311.jpg,JPEG,1899,2024-11-03,6e891a493d1c6f89,0.16,N
ATT-004312,WC-2023002166,repair_photo_4312.jpg,JPEG,4059,2024-11-03,40644736e977f53e,0.15,N
ATT-004313,WC-2023002167,repair_photo_4313.jpg,JPEG,3345,2024-08-24,d712d2869658b15f,0.05,N
ATT-004314,WC-2023002167,repair_photo_4314.jpg,JPEG,4409,2024-08-24,b7b1a5b22a807bc4,0.22,N
ATT-004315,WC-2023002167,invoice_4315.pdf,PDF,1319,2024-08-24,4996d8c93ec0a8c7,0.19,N
ATT-004316,WC-2023002168,repair_photo_4316.jpg,JPEG,2306,2025-03-14,3874e407fe455307,0.23,N
ATT-004317,WC-2023002168,repair_photo_4317.jpg,JPEG,2722,2025-03-14,39418ac34f692e09,0.07,N
ATT-004318,WC-2023002168,invoice_4318.pdf,PDF,3397,2025-03-14,7ee8965ac155555e,0.18,N
ATT-004319,WC-2023002169,repair_photo_4319.jpg,JPEG,476,2024-07-11,d8eb9bf42bf47825,0.07,N
ATT-004320,WC-2023002170,repair_photo_4320.jpg,JPEG,3243,2025-01-01,ff53a748fceaee93,0.11,N
ATT-004321,WC-2023002170,repair_photo_4321.jpg,JPEG,4354,2025-01-01,d4969c17eadc9477,0.22,N
ATT-004322,WC-2023002171,repair_photo_4322.jpg,JPEG,2448,2025-08-03,7c5cd41d2abc036e,0.04,N
ATT-004323,WC-2023002171,repair_photo_4323.jpg,JPEG,887,2025-08-03,4e61d96a3fc67835,0.11,N
ATT-004324,WC-2023002172,repair_photo_4324.jpg,JPEG,4007,2025-01-18,4f205f70c43ab227,0.24,N
ATT-004325,WC-2023002172,repair_photo_4325.jpg,JPEG,4344,2025-01-18,93f04548cc6dd645,0.01,N
ATT-004326,WC-2023002173,repair_photo_4326.jpg,JPEG,2879,2025-06-10,a59b6c0757d22c89,0.09,N
ATT-004327,WC-2023002174,repair_photo_4327.jpg,JPEG,4404,2024-03-28,0331569fc2cfb7dc,0.24,N
ATT-004328,WC-2023002175,repair_photo_4328.jpg,JPEG,4304,2025-01-08,9611510633e1d2db,0.24,N
ATT-004329,WC-2023002175,repair_photo_4329.jpg,JPEG,3158,2025-01-08,998e8ac5bf53f325,0.02,N
ATT-004330,WC-2023002176,repair_photo_4330.jpg,JPEG,1724,2025-10-25,71dd88248802f65f,0.21,N
ATT-004331,WC-2023002176,repair_photo_4331.jpg,JPEG,1050,2025-10-25,b210562e4b3c580c,0.15,N
ATT-004332,WC-2023002176,invoice_4332.pdf,PDF,956,2025-10-25,3b6a4eb112f645aa,0.05,N
ATT-004333,WC-2023002177,repair_photo_4333.jpg,JPEG,2827,2025-10-11,b8274c529fdcc233,0.02,N
ATT-004334,WC-2023002178,repair_photo_4334.jpg,JPEG,3263,2024-10-10,ea38d3c9aa82066b,0.05,N
ATT-004335,WC-2023002178,repair_photo_4335.jpg,JPEG,1988,2024-10-10,274c6c5d8c5ba68e,0.02,N
ATT-004336,WC-2023002179,repair_photo_4336.jpg,JPEG,4896,2023-06-26,1f141d97853b3ae6,0.22,N
ATT-004337,WC-2023002180,repair_photo_4337.jpg,JPEG,1907,2025-10-25,cafde3e3ce9d54b5,0.2,N
ATT-004338,WC-2023002181,repair_photo_4338.jpg,JPEG,1566,2024-11-04,10e9409652f6dd6f,0.02,N
ATT-004339,WC-2023002182,repair_photo_4339.jpg,JPEG,918,2025-01-02,64e05dd2f7e61897,0.04,N
ATT-004340,WC-2023002182,repair_photo_4340.jpg,JPEG,2714,2025-01-02,86254f790f8261e0,0.12,N
ATT-004341,WC-2023002182,invoice_4341.pdf,PDF,334,2025-01-02,e5f16ba72060ddad,0.07,N
ATT-004342,WC-2023002183,repair_photo_4342.jpg,JPEG,3053,2023-04-20,3548ab4ae0a4f5b0,0.22,N
ATT-004343,WC-2023002183,repair_photo_4343.jpg,JPEG,3051,2023-04-20,ab9187b674341b89,0.03,N
ATT-004344,WC-2023002183,invoice_4344.pdf,PDF,3620,2023-04-20,87c169c57e7cbb01,0.01,N
ATT-004345,WC-2023002184,repair_photo_4345.jpg,JPEG,3088,2024-08-27,93ef6c1fa98ca662,0.23,N
