claim_id,cluster_id,cluster_size,distance_from_centroid,is_outlier,cluster_avg_claim_amount,cluster_std_claim_amount,claim_amount_z_score
WC-2023002132,Brake-Rust-Belt-Winter,562,1.826,N,2534.44,1878.53,1.96
WC-2023002133,Emission-DPF-Regen-Failure,335,1.652,N,3920.94,2145.67,-1.4
WC-2023002134,Fuel-System-Cold-Start,390,0.787,N,3525.56,2352.52,-1.27
WC-2023002135,Campaign-Related-Defect,1241,1.538,N,4154.73,2330.54,0.9
WC-2023002136,Drivetrain-Construction-Fleet,254,0.539,N,4330.36,2909.27,1.69
WC-2023002137,Emission-DPF-Regen-Failure,335,3.333,Y,3920.94,2145.67,-0.32
WC-2023002138,Campaign-Related-Defect,1241,1.115,N,4154.73,2330.54,-0.29
WC-2023002139,Brake-Rust-Belt-Winter,562,0.204,N,2534.44,1878.53,2.4
WC-2023002140,Drivetrain-Construction-Fleet,254,1.016,N,4330.36,2909.27,0.24
WC-2023002141,Brake-Rust-Belt-Winter,562,0.688,N,2534.44,1878.53,-0.34
WC-2023002142,Campaign-Related-Defect,1241,0.726,N,4154.73,2330.54,-0.38
WC-2023002143,Cooling-Summer-Sun-Belt,509,0.739,N,2771.87,2089.92,-0.8
WC-2023002144,Cooling-Summer-Sun-Belt,509,1.552,N,2771.87,2089.92,3.7
WC-2023002145,Electrical-Intermittent-Faults,470,1.286,N,3130.91,1970.63,1.97
WC-2023002146,Engine-Extended-Warranty,364,0.913,N,4658.44,2195.34,0.11
WC-2023002147,Drivetrain-Construction-Fleet,254,0.317,N,4330.36,2909.27,-0.27
WC-2023002148,Brake-Rust-Belt-Winter,562,1.516,N,2534.44,1878.53,-1.06
WC-2023002149,Cooling-Summer-Sun-Belt,509,1.492,N,2771.87,2089.92,2.09
WC-2023002150,Emission-High-Mileage-Cascadia,339,2.698,N,3724.51,1975.33,-0.7
WC-2023002151,Electrical-Intermittent-Faults,470,1.691,N,3130.91,1970.63,0.48
WC-2023002152,Campaign-Related-Defect,1241,1.736,N,4154.73,2330.54,0.71
WC-2023002153,Campaign-Related-Defect,1241,0.37,N,4154.73,2330.54,1.07
WC-2023002154,Campaign-Related-Defect,1241,1.14,N,4154.73,2330.54,-0.89
WC-2023002155,Campaign-Related-Defect,1241,1.031,N,4154.73,2330.54,-0.72
WC-2023002156,Cab-Body-Regional-Distribution,260,0.321,N,2397.55,2071.18,-0.9
WC-2023002157,Campaign-Related-Defect,1241,1.534,N,4154.73,2330.54,1.44
WC-2023002158,Emission-DPF-Regen-Failure,335,1.379,N,3920.94,2145.67,2.69
WC-2023002159,Campaign-Related-Defect,1241,0.418,N,4154.73,2330.54,-1.61
WC-2023002160,Engine-Extended-Warranty,364,1.575,N,4658.44,2195.34,1.69
WC-2023002161,Emission-High-Mileage-Cascadia,339,1.632,N,3724.51,1975.33,0.53
WC-2023002162,Emission-DPF-Regen-Failure,335,3.432,Y,3920.94,2145.67,-0.16
WC-2023002163,Cooling-Summer-Sun-Belt,509,1.609,N,2771.87,2089.92,1.07
WC-2023002164,Brake-Rust-Belt-Winter,562,0.379,N,2534.44,1878.53,-0.36
WC-2023002165,Campaign-Related-Defect,1241,0.644,N,4154.73,2330.54,-0.58
WC-2023002166,Fuel-System-Cold-Start,390,0.269,N,3525.56,2352.52,0.57
WC-2023002167,Brake-Rust-Belt-Winter,562,0.105,N,2534.44,1878.53,-0.69
WC-2023002168,Electrical-Intermittent-Faults,470,0.698,N,3130.91,1970.63,-0.89
WC-2023002169,Transmission-Class8-Heavy-Use,276,1.533,N,4789.88,1996.74,0.56
WC-2023002170,Engine-Extended-Warranty,364,1.221,N,4658.44,2195.34,0.06
WC-2023002171,Engine-Extended-Warranty,364,1.413,N,4658.44,2195.34,0.11
WC-2023002172,Emission-High-Mileage-Cascadia,339,1.245,N,3724.51,1975.33,-1.13
WC-2023002173,Campaign-Related-Defect,1241,0.533,N,4154.73,2330.54,0.66
WC-2023002174,Brake-Rust-Belt-Winter,562,0.469,N,2534.44,1878.53,1.11
WC-2023002175,Fuel-System-Cold-Start,390,1.715,N,3525.56,2352.52,0.15
WC-2023002176,Campaign-Related-Defect,1241,0.198,N,4154.73,2330.54,-0.52
WC-2023002177,Campaign-Related-Defect,1241,0.739,N,4154.73,2330.54,-0.09
WC-2023002178,Cooling-Summer-Sun-Belt,509,0.872,N,2771.87,2089.92,0.62
WC-2023002179,Emission-DPF-Regen-Failure,335,1.322,N,3920.94,2145.67,1.59
WC-2023002180,Engine-Extended-Warranty,364,0.229,N,4658.44,2195.34,0.53
WC-2023002181,Campaign-Related-Defect,1241,0.413,N,4154.73,2330.54,-1.09
WC-2023002182,Emission-DPF-Regen-Failure,335,1.54,N,3920.94,2145.67,-0.17
WC-2023002183,Brake-Rust-Belt-Winter,562,1.698,N,2534.44,1878.53,-1.09
WC-2023002184,Campaign-Related-Defect,1241,1.359,N,4154.73,2330.54,-0.16
WC-2023002185,Cooling-Summer-Sun-Belt,509,1.258,N,2771.87,2089.92,-0.25
WC-2023002186,Transmission-Class8-Heavy-Use,276,1.59,N,4789.88,1996.74,-0.56
WC-2023002187,Cab-Body-Regional-Distribution,260,1.082,N,2397.55,2071.18,0.0
WC-2023002188,Transmission-Class8-Heavy-Use,276,1.24,N,4789.88,1996.74,-0.91
WC-2023002189,Campaign-Related-Defect,1241,0.546,N,4154.73,2330.54,0.41
WC-2023002190,Electrical-Intermittent-Faults,470,1.635,N,3130.91,1970.63,0.21
WC-2023002191,Drivetrain-Construction-Fleet,254,1.544,N,4330.36,2909.27,1.58
WC-2023002192,Electrical-Intermittent-Faults,470,2.158,N,3130.91,1970.63,0.81
WC-2023002193,Campaign-Related-Defect,1241,1.299,N,4154.73,2330.54,0.32
WC-2023002194,Electrical-Intermittent-Faults,470,1.964,N,3130.91,1970.63,2.1
WC-2023002195,Engine-Extended-Warranty,364,1.295,N,4658.44,2195.34,-0.54
WC-2023002196,Campaign-Related-Defect,1241,1.015,N,4154.73,2330.54,0.07
WC-2023002197,Cooling-Summer-Sun-Belt,509,1.87,N,2771.87,2089.92,-0.51
WC-2023002198,Electrical-Intermittent-Faults,470,1.654,N,3130.91,1970.63,-0.9
WC-2023002199,Emission-DPF-Regen-Failure,335,1.683,N,3920.94,2145.67,0.06
WC-2023002200,Emission-DPF-Regen-Failure,335,0.652,N,3920.94,2145.67,-1.4
WC-2023002201,Campaign-Related-Defect,1241,0.629,N,4154.73,2330.54,-1.11
WC-2023002202,Fuel-System-Cold-Start,390,1.158,N,3525.56,2352.52,-0.5
WC-2023002203,Fuel-System-Cold-Start,390,0.881,N,3525.56,2352.52,1.81
WC-2023002204,Cooling-Summer-Sun-Belt,509,1.073,N,2771.87,2089.92,-0.65
WC-2023002205,Brake-Rust-Belt-Winter,562,1.234,N,2534.44,1878.53,-1.08
WC-2023002206,Emission-DPF-Regen-Failure,335,1.387,N,3920.94,2145.67,-0.42
WC-2023002207,Emission-High-Mileage-Cascadia,339,1.668,N,3724.51,1975.33,0.97
WC-2023002208,Emission-High-Mileage-Cascadia,339,0.816,N,3724.51,1975.33,-0.74
WC-2023002209,Engine-Extended-Warranty,364,0.456,N,4658.44,2195.34,0.05
WC-2023002210,Emission-High-Mileage-Cascadia,339,1.141,N,3724.51,1975.33,3.91
WC-2023002211,Campaign-Related-Defect,1241,0.602,N,4154.73,2330.54,-0.76
WC-2023002212,Cooling-Summer-Sun-Belt,509,1.974,N,2771.87,2089.92,-0.56
WC-2023002213,Cooling-Summer-Sun-Belt,509,1.821,N,2771.87,2089.92,2.78
WC-2023002214,Campaign-Related-Defect,1241,1.525,N,4154.73,2330.54,0.52
WC-2023002215,Transmission-Class8-Heavy-Use,276,0.477,N,4789.88,1996.74,-0.41
WC-2023002216,Cooling-Summer-Sun-Belt,509,0.402,N,2771.87,2089.92,0.56
WC-2023002217,Emission-High-Mileage-Cascadia,339,0.488,N,3724.51,1975.33,-0.33
WC-2023002218,Campaign-Related-Defect,1241,1.488,N,4154.73,2330.54,-0.84
WC-2023002219,Brake-Rust-Belt-Winter,562,1.357,N,2534.44,1878.53,1.09
WC-2023002220,Drivetrain-Construction-Fleet,254,1.381,N,4330.36,2909.27,-0.87
WC-2023002221,Electrical-Intermittent-Faults,470,0.445,N,3130.91,1970.63,-1.39
WC-2023002222,Engine-Extended-Warranty,364,0.519,N,4658.44,2195.34,-1.41
WC-2023002223,Brake-Rust-Belt-Winter,562,0.357,N,2534.44,1878.53,-0.32
WC-2023002224,Campaign-Related-Defect,1241,0.156,N,4154.73,2330.54,-0.08
WC-2023002225,Brake-Rust-Belt-Winter,562,0.53,N,2534.44,1878.53,0.38
WC-2023002226,Drivetrain-Construction-Fleet,254,2.981,N,4330.36,2909.27,-1.35
WC-2023002227,Campaign-Related-Defect,1241,1.409,N,4154.73,2330.54,0.43
WC-2023002228,Cab-Body-Regional-Distribution,260,4.32,Y,2397.55,2071.18,-0.87
WC-2023002229,Campaign-Related-Defect,1241,1.237,N,4154.73,2330.54,-1.61
WC-2023002230,Campaign-Related-Defect,1241,0.898,N,4154.73,2330.54,-1.56
WC-2023002231,Fuel-System-Cold-Start,390,1.193,N,3525.56,2352.52,0.73
WC-2023002232,Drivetrain-Construction-Fleet,254,1.014,N,4330.36,2909.27,-0.7
WC-2023002233,Cab-Body-Regional-Distribution,260,0.384,N,2397.55,2071.18,-0.71
WC-2023002234,Campaign-Related-Defect,1241,1.562,N,4154.73,2330.54,0.07
WC-2023002235,Campaign-Related-Defect,1241,1.815,N,4154.73,2330.54,1.65
WC-2023002236,Engine-Extended-Warranty,364,1.416,N,4658.44,2195.34,-0.53
WC-2023002237,Cab-Body-Regional-Distribution,260,1.659,N,2397.55,2071.18,0.17
WC-2023002238,Cooling-Summer-Sun-Belt,509,1.009,N,2771.87,2089.92,-0.27
WC-2023002239,Campaign-Related-Defect,1241,1.303,N,4154.73,2330.54,-0.64
WC-2023002240,Campaign-Related-Defect,1241,1.382,N,4154.73,2330.54,0.7
WC-2023002241,Fuel-System-Cold-Start,390,0.339,N,3525.56,2352.52,-1.26
WC-2023002242,Emission-DPF-Regen-Failure,335,0.23,N,3920.94,2145.67,2.61
WC-2023002243,Campaign-Related-Defect,1241,1.532,N,4154.73,2330.54,-1.62
WC-2023002244,Fuel-System-Cold-Start,390,0.373,N,3525.56,2352.52,-1.27
WC-2023002245,Campaign-Related-Defect,1241,1.343,N,4154.73,2330.54,-0.23
WC-2023002246,Cooling-Summer-Sun-Belt,509,1.206,N,2771.87,2089.92,1.49
WC-2023002247,Emission-DPF-Regen-Failure,335,0.66,N,3920.94,2145.67,-0.43
WC-2023002248,Cab-Body-Regional-Distribution,260,0.292,N,2397.55,2071.18,1.38
WC-2023002249,Fuel-System-Cold-Start,390,0.544,N,3525.56,2352.52,-1.1
WC-2023002250,Brake-Rust-Belt-Winter,562,1.478,N,2534.44,1878.53,0.88
WC-2023002251,Engine-Extended-Warranty,364,1.643,N,4658.44,2195.34,0.66
WC-2023002252,Cooling-Summer-Sun-Belt,509,0.794,N,2771.87,2089.92,-0.91
WC-2023002253,Campaign-Related-Defect,1241,0.375,N,4154.73,2330.54,-1.44
WC-2023002254,Emission-High-Mileage-Cascadia,339,1.821,N,3724.51,1975.33,-0.18
WC-2023002255,Campaign-Related-Defect,1241,1.936,N,4154.73,2330.54,1.91
WC-2023002256,Engine-Extended-Warranty,364,1.128,N,4658.44,2195.34,0.89
WC-2023002257,Transmission-Class8-Heavy-Use,276,0.503,N,4789.88,1996.74,-0.66
WC-2023002258,Campaign-Related-Defect,1241,0.4,N,4154.73,2330.54,-1.15
WC-2023002259,Campaign-Related-Defect,1241,0.817,N,4154.73,2330.54,-1.44
WC-2023002260,Fuel-System-Cold-Start,390,0.988,N,3525.56,2352.52,-0.31
WC-2023002261,Transmission-Class8-Heavy-Use,276,0.356,N,4789.88,1996.74,-1.05
WC-2023002262,Emission-High-Mileage-Cascadia,339,0.626,N,3724.51,1975.33,0.37
WC-2023002263,Electrical-Intermittent-Faults,470,1.262,N,3130.91,1970.63,0.34
WC-2023002264,Drivetrain-Construction-Fleet,254,0.859,N,4330.36,2909.27,3.09
WC-2023002265,Cooling-Summer-Sun-Belt,509,0.379,N,2771.87,2089.92,2.05
WC-2023002266,Brake-Rust-Belt-Winter,562,1.027,N,2534.44,1878.53,1.59
WC-2023002267,Transmission-Class8-Heavy-Use,276,1.914,N,4789.88,1996.74,-0.55
WC-2023002268,Campaign-Related-Defect,1241,1.562,N,4154.73,2330.54,0.64
WC-2023002269,Transmission-Class8-Heavy-Use,276,1.732,N,4789.88,1996.74,-0.2
WC-2023002270,Fuel-System-Cold-Start,390,1.106,N,3525.56,2352.52,0.5
WC-2023002271,Electrical-Intermittent-Faults,470,1.723,N,3130.91,1970.63,-1.39
WC-2023002272,Drivetrain-Construction-Fleet,254,1.5,N,4330.36,2909.27,0.97
WC-2023002273,Cooling-Summer-Sun-Belt,509,0.371,N,2771.87,2089.92,-0.23
WC-2023002274,Electrical-Intermittent-Faults,470,1.912,N,3130.91,1970.63,-0.57
WC-2023002275,Transmission-Class8-Heavy-Use,276,0.495,N,4789.88,1996.74,0.05
WC-2023002276,Campaign-Related-Defect,1241,1.641,N,4154.73,2330.54,-1.16
WC-2023002277,Transmission-Class8-Heavy-Use,276,1.321,N,4789.88,1996.74,-0.04
WC-2023002278,Electrical-Intermittent-Faults,470,0.939,N,3130.91,1970.63,0.85
WC-2023002279,Emission-High-Mileage-Cascadia,339,1.14,N,3724.51,1975.33,1.58
WC-2023002280,Electrical-Intermittent-Faults,470,1.365,N,3130.91,1970.63,-1.2
WC-2023002281,Emission-High-Mileage-Cascadia,339,0.545,N,3724.51,1975.33,-0.23
WC-2023002282,Transmission-Class8-Heavy-Use,276,0.421,N,4789.88,1996.74,0.04
WC-2023002283,Drivetrain-Construction-Fleet,254,0.278,N,4330.36,2909.27,-1.36
WC-2023002284,Campaign-Related-Defect,1241,1.826,N,4154.73,2330.54,0.82
WC-2023002285,Transmission-Class8-Heavy-Use,276,1.636,N,4789.88,1996.74,1.03
WC-2023002286,Electrical-Intermittent-Faults,470,0.44,N,3130.91,1970.63,-0.92
WC-2023002287,Electrical-Intermittent-Faults,470,0.95,N,3130.91,1970.63,0.58
WC-2023002288,Campaign-Related-Defect,1241,1.015,N,4154.73,2330.54,1.5
WC-2023002289,Brake-Rust-Belt-Winter,562,0.147,N,2534.44,1878.53,0.61
WC-2023002290,Campaign-Related-Defect,1241,0.166,N,4154.73,2330.54,0.27
WC-2023002291,Campaign-Related-Defect,1241,1.328,N,4154.73,2330.54,-0.3
WC-2023002292,Fuel-System-Cold-Start,390,0.322,N,3525.56,2352.52,-0.47
WC-2023002293,Emission-DPF-Regen-Failure,335,1.167,N,3920.94,2145.67,-0.54
WC-2023002294,Electrical-Intermittent-Faults,470,0.687,N,3130.91,1970.63,-0.07
WC-2023002295,Brake-Rust-Belt-Winter,562,1.544,N,2534.44,1878.53,-0.62
WC-2023002296,Campaign-Related-Defect,1241,0.472,N,4154.73,2330.54,2.31
WC-2023002297,Emission-DPF-Regen-Failure,335,0.18,N,3920.94,2145.67,-0.35
WC-2023002298,Fuel-System-Cold-Start,390,1.541,N,3525.56,2352.52,0.33
WC-2023002299,Campaign-Related-Defect,1241,0.394,N,4154.73,2330.54,-1.17
WC-2023002300,Drivetrain-Construction-Fleet,254,0.666,N,4330.36,2909.27,0.78
WC-2023002301,Transmission-Class8-Heavy-Use,276,1.051,N,4789.88,1996.74,-0.36
WC-2023002302,Cab-Body-Regional-Distribution,260,1.689,N,2397.55,2071.18,-0.97
WC-2023002303,Cooling-Summer-Sun-Belt,509,0.489,N,2771.87,2089.92,2.73
WC-2023002304,Campaign-Related-Defect,1241,0.888,N,4154.73,2330.54,0.85
WC-2023002305,Cooling-Summer-Sun-Belt,509,0.503,N,2771.87,2089.92,-0.19
WC-2023002306,Cooling-Summer-Sun-Belt,509,0.437,N,2771.87,2089.92,-0.27
WC-2023002307,Fuel-System-Cold-Start,390,2.701,N,3525.56,2352.52,-0.56
WC-2023002308,Fuel-System-Cold-Start,390,1.401,N,3525.56,2352.52,1.71
WC-2023002309,Engine-Extended-Warranty,364,0.167,N,4658.44,2195.34,-0.82
WC-2023002310,Engine-Extended-Warranty,364,1.695,N,4658.44,2195.34,-1.2
WC-2023002311,Transmission-Class8-Heavy-Use,276,0.502,N,4789.88,1996.74,-0.36
WC-2023002312,Engine-Extended-Warranty,364,0.565,N,4658.44,2195.34,-0.3
WC-2023002313,Transmission-Class8-Heavy-Use,276,1.465,N,4789.88,1996.74,0.61
WC-2023002314,Transmission-Class8-Heavy-Use,276,0.46,N,4789.88,1996.74,0.11
WC-2023002315,Emission-High-Mileage-Cascadia,339,0.303,N,3724.51,1975.33,-0.55
WC-2023002316,Engine-Extended-Warranty,364,0.288,N,4658.44,2195.34,-0.53
WC-2023002317,Cab-Body-Regional-Distribution,260,0.196,N,2397.55,2071.18,1.34
WC-2023002318,Campaign-Related-Defect,1241,1.286,N,4154.73,2330.54,-1.14
WC-2023002319,Brake-Rust-Belt-Winter,562,0.986,N,2534.44,1878.53,-0.28
WC-2023002320,Fuel-System-Cold-Start,390,1.784,N,3525.56,2352.52,-0.55
WC-2023002321,Brake-Rust-Belt-Winter,562,0.68,N,2534.44,1878.53,-0.63
WC-2023002322,Brake-Rust-Belt-Winter,562,0.336,N,2534.44,1878.53,1.57
WC-2023002323,Brake-Rust-Belt-Winter,562,0.868,N,2534.44,1878.53,-1.1
WC-2023002324,Drivetrain-Construction-Fleet,254,0.209,N,4330.36,2909.27,-1.35
WC-2023002325,Cooling-Summer-Sun-Belt,509,1.947,N,2771.87,2089.92,0.65
WC-2023002326,Engine-Extended-Warranty,364,0.144,N,4658.44,2195.34,-0.22
WC-2023002327,Transmission-Class8-Heavy-Use,276,1.166,N,4789.88,1996.74,-1.12
WC-2023002328,Emission-DPF-Regen-Failure,335,1.819,N,3920.94,2145.67,-0.38
WC-2023002329,Brake-Rust-Belt-Winter,562,0.962,N,2534.44,1878.53,0.73
WC-2023002330,Campaign-Related-Defect,1241,1.198,N,4154.73,2330.54,0.45
WC-2023002331,Brake-Rust-Belt-Winter,562,0.862,N,2534.44,1878.53,-0.6
WC-2023002332,Brake-Rust-Belt-Winter,562,1.266,N,2534.44,1878.53,-0.69
WC-2023002333,Campaign-Related-Defect,1241,1.69,N,4154.73,2330.54,1.09
WC-2023002334,Campaign-Related-Defect,1241,3.237,Y,4154.73,2330.54,-0.81
WC-2023002335,Campaign-Related-Defect,1241,0.7,N,4154.73,2330.54,0.73
WC-2023002336,Brake-Rust-Belt-Winter,562,0.953,N,2534.44,1878.53,-0.04
WC-2023002337,Campaign-Related-Defect,1241,0.776,N,4154.73,2330.54,-1.12
WC-2023002338,Engine-Extended-Warranty,364,0.406,N,4658.44,2195.34,-0.43
WC-2023002339,Cab-Body-Regional-Distribution,260,0.47,N,2397.55,2071.18,0.02
WC-2023002340,Cooling-Summer-Sun-Belt,509,0.929,N,2771.87,2089.92,-0.43
WC-2023002341,Brake-Rust-Belt-Winter,562,0.704,N,2534.44,1878.53,1.69
WC-2023002342,Electrical-Intermittent-Faults,470,1.655,N,3130.91,1970.63,-0.25
WC-2023002343,Emission-High-Mileage-Cascadia,339,0.908,N,3724.51,1975.33,0.2
WC-2023002344,Campaign-Related-Defect,1241,1.796,N,4154.73,2330.54,0.04
WC-2023002345,Brake-Rust-Belt-Winter,562,1.817,N,2534.44,1878.53,-1.14
WC-2023002346,Brake-Rust-Belt-Winter,562,1.54,N,2534.44,1878.53,2.69
WC-2023002347,Brake-Rust-Belt-Winter,562,0.524,N,2534.44,1878.53,0.69
WC-2023002348,Cab-Body-Regional-Distribution,260,1.382,N,2397.55,2071.18,-0.02
WC-2023002349,Emission-High-Mileage-Cascadia,339,1.448,N,3724.51,1975.33,0.28
WC-2023002350,Electrical-Intermittent-Faults,470,1.328,N,3130.91,1970.63,-0.54
WC-2023002351,Cooling-Summer-Sun-Belt,509,0.432,N,2771.87,2089.92,-0.27
WC-2023002352,Cab-Body-Regional-Distribution,260,1.168,N,2397.55,2071.18,0.69
WC-2023002353,Fuel-System-Cold-Start,390,0.436,N,3525.56,2352.52,1.58
WC-2023002354,Campaign-Related-Defect,1241,0.829,N,4154.73,2330.54,-1.41
WC-2023002355,Engine-Extended-Warranty,364,1.586,N,4658.44,2195.34,1.67
WC-2023002356,Emission-High-Mileage-Cascadia,339,1.218,N,3724.51,1975.33,3.64
WC-2023002357,Emission-High-Mileage-Cascadia,339,3.457,Y,3724.51,1975.33,1.37
WC-2023002358,Transmission-Class8-Heavy-Use,276,0.113,N,4789.88,1996.74,-1.14
WC-2023002359,Fuel-System-Cold-Start,390,0.977,N,3525.56,2352.52,-0.32
WC-2023002360,Transmission-Class8-Heavy-Use,276,0.261,N,4789.88,1996.74,-0.38
WC-2023002361,Transmission-Class8-Heavy-Use,276,0.982,N,4789.88,1996.74,-0.59
WC-2023002362,Campaign-Related-Defect,1241,1.419,N,4154.73,2330.54,-0.89
WC-2023002363,Brake-Rust-Belt-Winter,562,0.463,N,2534.44,1878.53,-1.13
WC-2023002364,Electrical-Intermittent-Faults,470,0.418,N,3130.91,1970.63,2.42
WC-2023002365,Cooling-Summer-Sun-Belt,509,0.174,N,2771.87,2089.92,-0.54
WC-2023002366,Campaign-Related-Defect,1241,0.157,N,4154.73,2330.54,0.28
WC-2023002367,Engine-Extended-Warranty,364,1.147,N,4658.44,2195.34,0.98
WC-2023002368,Brake-Rust-Belt-Winter,562,1.116,N,2534.44,1878.53,0.84
WC-2023002369,Brake-Rust-Belt-Winter,562,1.469,N,2534.44,1878.53,0.46
WC-2023002370,Engine-Extended-Warranty,364,2.717,N,4658.44,2195.34,2.06
WC-2023002371,Campaign-Related-Defect,1241,0.599,N,4154.73,2330.54,1.1
WC-2023002372,Cooling-Summer-Sun-Belt,509,0.317,N,2771.87,2089.92,-0.76
WC-2023002373,Campaign-Related-Defect,1241,0.542,N,4154.73,2330.54,2.32
WC-2023002374,Emission-High-Mileage-Cascadia,339,0.47,N,3724.51,1975.33,1.29
WC-2023002375,Fuel-System-Cold-Start,390,0.212,N,3525.56,2352.52,-0.5
WC-2023002376,Fuel-System-Cold-Start,390,1.626,N,3525.56,2352.52,0.22
WC-2023002377,Fuel-System-Cold-Start,390,1.736,N,3525.56,2352.52,-0.48
WC-2023002378,Brake-Rust-Belt-Winter,562,0.28,N,2534.44,1878.53,-0.64
WC-2023002379,Cooling-Summer-Sun-Belt,509,1.618,N,2771.87,2089.92,0.54
WC-2023002380,Engine-Extended-Warranty,364,1.411,N,4658.44,2195.34,0.04
WC-2023002381,Transmission-Class8-Heavy-Use,276,0.501,N,4789.88,1996.74,-1.01
WC-2023002382,Emission-High-Mileage-Cascadia,339,0.633,N,3724.51,1975.33,-0.11
WC-2023002383,Engine-Extended-Warranty,364,1.23,N,4658.44,2195.34,-0.49
WC-2023002384,Campaign-Related-Defect,1241,1.641,N,4154.73,2330.54,0.94
WC-2023002385,Campaign-Related-Defect,1241,2.178,N,4154.73,2330.54,0.26
WC-2023002386,Campaign-Related-Defect,1241,0.706,N,4154.73,2330.54,0.37
WC-2023002387,Campaign-Related-Defect,1241,0.307,N,4154.73,2330.54,-0.35
WC-2023002388,Campaign-Related-Defect,1241,1.805,N,4154.73,2330.54,-1.14
WC-2023002389,Campaign-Related-Defect,1241,0.494,N,4154.73,2330.54,0.27
WC-2023002390,Campaign-Related-Defect,1241,0.622,N,4154.73,2330.54,-0.51
WC-2023002391,Electrical-Intermittent-Faults,470,0.205,N,3130.91,1970.63,0.27
WC-2023002392,Campaign-Related-Defect,1241,1.802,N,4154.73,2330.54,-1.61
WC-2023002393,Cooling-Summer-Sun-Belt,509,1.771,N,2771.87,2089.92,-0.03
WC-2023002394,Campaign-Related-Defect,1241,1.662,N,4154.73,2330.54,-1.4
WC-2023002395,Engine-Extended-Warranty,364,0.39,N,4658.44,2195.34,0.03
WC-2023002396,Campaign-Related-Defect,1241,1.39,N,4154.73,2330.54,0.65
WC-2023002397,Drivetrain-Construction-Fleet,254,0.758,N,4330.36,2909.27,-1.37
WC-2023002398,Drivetrain-Construction-Fleet,254,1.918,N,4330.36,2909.27,-0.69
WC-2023002399,Emission-DPF-Regen-Failure,335,0.553,N,3920.94,2145.67,0.4
WC-2023002400,Cooling-Summer-Sun-Belt,509,0.474,N,2771.87,2089.92,-1.13
WC-2023002401,Campaign-Related-Defect,1241,0.407,N,4154.73,2330.54,-1.2
WC-2023002402,Electrical-Intermittent-Faults,470,1.877,N,3130.91,1970.63,-0.89
WC-2023002403,Fuel-System-Cold-Start,390,0.754,N,3525.56,2352.52,-1.27
WC-2023002404,Cab-Body-Regional-Distribution,260,0.37,N,2397.55,2071.18,-0.15
WC-2023002405,Emission-High-Mileage-Cascadia,339,1.237,N,3724.51,1975.33,0.1
WC-2023002406,Brake-Rust-Belt-Winter,562,0.959,N,2534.44,1878.53,-0.58
WC-2023002407,Emission-DPF-Regen-Failure,335,1.522,N,3920.94,2145.67,-1.0
WC-2023002408,Electrical-Intermittent-Faults,470,0.339,N,3130.91,1970.63,-0.64
WC-2023002409,Campaign-Related-Defect,1241,1.167,N,4154.73,2330.54,0.72
WC-2023002410,Engine-Extended-Warranty,364,1.293,N,4658.44,2195.34,0.42
WC-2023002411,Engine-Extended-Warranty,364,0.209,N,4658.44,2195.34,-1.24
WC-2023002412,Emission-DPF-Regen-Failure,335,1.24,N,3920.94,2145.67,-0.35
WC-2023002413,Electrical-Intermittent-Faults,470,0.147,N,3130.91,1970.63,-0.56
WC-2023002414,Campaign-Related-Defect,1241,1.671,N,4154.73,2330.54,-0.5
WC-2023002415,Cab-Body-Regional-Distribution,260,1.218,N,2397.55,2071.18,0.76
WC-2023002416,Fuel-System-Cold-Start,390,0.114,N,3525.56,2352.52,2.1
WC-2023002417,Campaign-Related-Defect,1241,1.99,N,4154.73,2330.54,0.07
WC-2023002418,Campaign-Related-Defect,1241,3.688,Y,4154.73,2330.54,0.61
WC-2023002419,Campaign-Related-Defect,1241,0.971,N,4154.73,2330.54,0.26
WC-2023002420,Emission-High-Mileage-Cascadia,339,1.91,N,3724.51,1975.33,-0.3
WC-2023002421,Campaign-Related-Defect,1241,1.802,N,4154.73,2330.54,-1.42
WC-2023002422,Emission-DPF-Regen-Failure,335,1.667,N,3920.94,2145.67,0.37
WC-2023002423,Emission-High-Mileage-Cascadia,339,1.866,N,3724.51,1975.33,1.16
WC-2023002424,Cooling-Summer-Sun-Belt,509,1.596,N,2771.87,2089.92,-0.5
WC-2023002425,Cab-Body-Regional-Distribution,260,0.395,N,2397.55,2071.18,-0.94
WC-2023002426,Drivetrain-Construction-Fleet,254,1.04,N,4330.36,2909.27,-0.06
WC-2023002427,Campaign-Related-Defect,1241,1.786,N,4154.73,2330.54,-0.25
WC-2023002428,Brake-Rust-Belt-Winter,562,1.106,N,2534.44,1878.53,1.87
WC-2023002429,Cooling-Summer-Sun-Belt,509,1.791,N,2771.87,2089.92,-0.87
WC-2023002430,Electrical-Intermittent-Faults,470,0.603,N,3130.91,1970.63,1.93
WC-2023002431,Electrical-Intermittent-Faults,470,0.404,N,3130.91,1970.63,2.1
WC-2023002432,Campaign-Related-Defect,1241,1.753,N,4154.73,2330.54,0.77
WC-2023002433,Electrical-Intermittent-Faults,470,1.086,N,3130.91,1970.63,0.07
WC-2023002434,Fuel-System-Cold-Start,390,1.13,N,3525.56,2352.52,0.06
WC-2023002435,Fuel-System-Cold-Start,390,0.659,N,3525.56,2352.52,-0.49
WC-2023002436,Campaign-Related-Defect,1241,1.558,N,4154.73,2330.54,-1.12
