pfp_id,part_number,part_description,model_name,model_year,vehicles_in_population,expected_failure_rate_per_1000,actual_failure_count,actual_failure_rate_per_1000,deviation_pct,trend,period,last_updated
PFP-00374,A-001-545-90-00,Intercooler,Freightliner Cascadia,2022,12371,6.52,113,9.13,40.0,Decreasing,2022-FY,2025-12-01
PFP-00375,A-001-545-90-00,Intercooler,Freightliner Cascadia,2023,6890,4.28,37,5.37,25.5,Stable,2023-FY,2025-12-01
PFP-00376,A-001-545-90-00,Intercooler,Freightliner Cascadia,2024,9260,3.08,2,0.22,-92.9,Decreasing,2024-FY,2025-12-01
PFP-00377,A-001-545-90-00,Intercooler,Freightliner M2 106,2021,8130,2.11,19,2.34,10.9,Increasing,2021-FY,2025-12-01
PFP-00378,A-001-545-90-00,Intercooler,Freightliner M2 106,2022,9832,3.9,6,0.61,-84.4,Increasing,2022-FY,2025-12-01
PFP-00379,A-001-545-90-00,Intercooler,Freightliner M2 106,2023,11483,7.12,8,0.7,-90.2,Spike,2023-FY,2025-12-01
PFP-00380,A-001-545-90-00,Intercooler,Freightliner M2 106,2024,874,3.65,3,3.43,-6.0,Increasing,2024-FY,2025-12-01
PFP-00381,A-001-545-90-00,Intercooler,Western Star 49X,2021,5812,5.98,47,8.09,35.3,Spike,2021-FY,2025-12-01
PFP-00382,A-001-545-90-00,Intercooler,Western Star 49X,2022,8145,0.93,5,0.61,-34.4,Decreasing,2022-FY,2025-12-01
PFP-00383,A-001-545-90-00,Intercooler,Western Star 49X,2023,4211,4.56,29,6.89,51.1,Stable,2023-FY,2025-12-01
PFP-00384,A-001-545-90-00,Intercooler,Western Star 49X,2024,5244,3.38,13,2.48,-26.6,Decreasing,2024-FY,2025-12-01
PFP-00385,A-001-545-90-00,Intercooler,Freightliner 108SD,2021,1645,5.98,8,4.86,-18.7,Increasing,2021-FY,2025-12-01
PFP-00386,A-001-545-90-00,Intercooler,Freightliner 108SD,2022,8413,1.59,7,0.83,-47.8,Stable,2022-FY,2025-12-01
PFP-00387,A-001-545-90-00,Intercooler,Freightliner 108SD,2023,11320,4.07,26,2.3,-43.5,Stable,2023-FY,2025-12-01
PFP-00388,A-001-545-90-00,Intercooler,Freightliner 108SD,2024,10316,2.4,16,1.55,-35.4,Stable,2024-FY,2025-12-01
PFP-00389,A-001-545-90-00,Intercooler,Western Star 47X,2021,2998,4.77,16,5.34,11.9,Stable,2021-FY,2025-12-01
PFP-00390,A-001-545-90-00,Intercooler,Western Star 47X,2022,14764,7.44,148,10.02,34.7,Increasing,2022-FY,2025-12-01
PFP-00391,A-001-545-90-00,Intercooler,Western Star 47X,2023,1233,2.6,1,0.81,-68.8,Increasing,2023-FY,2025-12-01
PFP-00392,A-001-545-90-00,Intercooler,Western Star 47X,2024,3407,5.18,24,7.04,35.9,Decreasing,2024-FY,2025-12-01
PFP-00393,A-714-320-01-00,Transmission Control Module,Freightliner 114SD,2021,4986,7.03,22,4.41,-37.3,Spike,2021-FY,2025-12-01
PFP-00394,A-714-320-01-00,Transmission Control Module,Freightliner 114SD,2022,1405,5.39,11,7.83,45.3,Decreasing,2022-FY,2025-12-01
PFP-00395,A-714-320-01-00,Transmission Control Module,Freightliner 114SD,2023,9442,1.23,9,0.95,-22.8,Stable,2023-FY,2025-12-01
PFP-00396,A-714-320-01-00,Transmission Control Module,Freightliner 114SD,2024,6153,6.01,18,2.93,-51.2,Spike,2024-FY,2025-12-01
PFP-00397,A-714-320-01-00,Transmission Control Module,Freightliner M2 112,2021,1317,3.6,7,5.32,47.8,Increasing,2021-FY,2025-12-01
PFP-00398,A-714-320-01-00,Transmission Control Module,Freightliner M2 112,2022,13838,1.75,24,1.73,-1.1,Stable,2022-FY,2025-12-01
PFP-00399,A-714-320-01-00,Transmission Control Module,Freightliner M2 112,2023,6937,6.55,60,8.65,32.1,Spike,2023-FY,2025-12-01
PFP-00400,A-714-320-01-00,Transmission Control Module,Freightliner M2 112,2024,9617,5.39,65,6.76,25.4,Stable,2024-FY,2025-12-01
PFP-00401,A-714-320-01-00,Transmission Control Module,Freightliner Cascadia,2021,2895,4.65,19,6.56,41.1,Decreasing,2021-FY,2025-12-01
PFP-00402,A-714-320-01-00,Transmission Control Module,Freightliner Cascadia,2022,2855,1.93,9,3.15,63.2,Decreasing,2022-FY,2025-12-01
PFP-00403,A-714-320-01-00,Transmission Control Module,Freightliner Cascadia,2023,4199,4.56,18,4.29,-5.9,Stable,2023-FY,2025-12-01
PFP-00404,A-714-320-01-00,Transmission Control Module,Freightliner Cascadia,2024,8038,7.25,20,2.49,-65.7,Increasing,2024-FY,2025-12-01
PFP-00405,A-714-320-01-00,Transmission Control Module,Freightliner M2 106,2021,2478,1.46,2,0.81,-44.5,Stable,2021-FY,2025-12-01
PFP-00406,A-714-320-01-00,Transmission Control Module,Freightliner M2 106,2022,9709,7.18,55,5.66,-21.2,Decreasing,2022-FY,2025-12-01
PFP-00407,A-714-320-01-00,Transmission Control Module,Freightliner M2 106,2023,841,2.62,2,2.38,-9.2,Decreasing,2023-FY,2025-12-01
PFP-00408,A-714-320-01-00,Transmission Control Module,Freightliner M2 106,2024,12911,1.06,2,0.15,-85.8,Stable,2024-FY,2025-12-01
PFP-00409,A-714-320-01-00,Transmission Control Module,Western Star 49X,2021,2584,1.26,3,1.16,-7.9,Increasing,2021-FY,2025-12-01
PFP-00410,A-714-320-01-00,Transmission Control Module,Western Star 49X,2022,3102,1.75,4,1.29,-26.3,Decreasing,2022-FY,2025-12-01
PFP-00411,A-714-320-01-00,Transmission Control Module,Western Star 49X,2023,813,5.44,1,1.23,-77.4,Increasing,2023-FY,2025-12-01
PFP-00412,A-714-320-01-00,Transmission Control Module,Western Star 49X,2024,9954,7.31,91,9.14,25.0,Decreasing,2024-FY,2025-12-01
PFP-00413,A-714-320-01-00,Transmission Control Module,Freightliner 108SD,2021,14297,4.54,66,4.62,1.8,Increasing,2021-FY,2025-12-01
PFP-00414,A-714-320-01-00,Transmission Control Module,Freightliner 108SD,2022,5823,7.77,14,2.4,-69.1,Increasing,2022-FY,2025-12-01
PFP-00415,A-714-320-01-00,Transmission Control Module,Freightliner 108SD,2023,13307,4.5,72,5.41,20.2,Spike,2023-FY,2025-12-01
PFP-00416,A-714-320-01-00,Transmission Control Module,Freightliner 108SD,2024,4573,0.63,1,0.22,-65.1,Decreasing,2024-FY,2025-12-01
PFP-00417,A-714-320-01-00,Transmission Control Module,Western Star 47X,2021,1673,5.89,10,5.98,1.5,Decreasing,2021-FY,2025-12-01
PFP-00418,A-714-320-01-00,Transmission Control Module,Western Star 47X,2022,8540,4.39,26,3.04,-30.8,Decreasing,2022-FY,2025-12-01
PFP-00419,A-714-320-01-00,Transmission Control Module,Western Star 47X,2023,3204,2.43,6,1.87,-23.0,Stable,2023-FY,2025-12-01
PFP-00420,A-714-320-01-00,Transmission Control Module,Western Star 47X,2024,10433,4.28,30,2.88,-32.7,Increasing,2024-FY,2025-12-01
PFP-00421,A-714-260-02-00,Clutch Assembly,Freightliner 114SD,2021,4005,3.96,24,5.99,51.3,Stable,2021-FY,2025-12-01
PFP-00422,A-714-260-02-00,Clutch Assembly,Freightliner 114SD,2022,13465,2.94,30,2.23,-24.1,Decreasing,2022-FY,2025-12-01
PFP-00423,A-714-260-02-00,Clutch Assembly,Freightliner 114SD,2023,10785,5.15,25,2.32,-55.0,Spike,2023-FY,2025-12-01
PFP-00424,A-714-260-02-00,Clutch Assembly,Freightliner 114SD,2024,3524,0.53,3,0.85,60.4,Increasing,2024-FY,2025-12-01
PFP-00425,A-714-260-02-00,Clutch Assembly,Freightliner M2 112,2021,6304,4.32,23,3.65,-15.5,Spike,2021-FY,2025-12-01
PFP-00426,A-714-260-02-00,Clutch Assembly,Freightliner M2 112,2022,4450,5.66,23,5.17,-8.7,Increasing,2022-FY,2025-12-01
PFP-00427,A-714-260-02-00,Clutch Assembly,Freightliner M2 112,2023,1203,2.56,3,2.49,-2.7,Stable,2023-FY,2025-12-01
PFP-00428,A-714-260-02-00,Clutch Assembly,Freightliner M2 112,2024,2209,6.39,9,4.07,-36.3,Spike,2024-FY,2025-12-01
PFP-00429,A-714-260-02-00,Clutch Assembly,Freightliner Cascadia,2021,886,5.81,6,6.77,16.5,Increasing,2021-FY,2025-12-01
PFP-00430,A-714-260-02-00,Clutch Assembly,Freightliner Cascadia,2022,2291,6.56,7,3.06,-53.4,Spike,2022-FY,2025-12-01
PFP-00431,A-714-260-02-00,Clutch Assembly,Freightliner Cascadia,2023,12220,1.62,29,2.37,46.3,Stable,2023-FY,2025-12-01
PFP-00432,A-714-260-02-00,Clutch Assembly,Freightliner Cascadia,2024,740,7.05,4,5.41,-23.3,Spike,2024-FY,2025-12-01
PFP-00433,A-714-260-02-00,Clutch Assembly,Freightliner M2 106,2021,5404,4.02,33,6.11,52.0,Spike,2021-FY,2025-12-01
PFP-00434,A-714-260-02-00,Clutch Assembly,Freightliner M2 106,2022,956,1.86,1,1.05,-43.5,Spike,2022-FY,2025-12-01
PFP-00435,A-714-260-02-00,Clutch Assembly,Freightliner M2 106,2023,7142,5.1,2,0.28,-94.5,Decreasing,2023-FY,2025-12-01
PFP-00436,A-714-260-02-00,Clutch Assembly,Freightliner M2 106,2024,3319,3.94,5,1.51,-61.7,Stable,2024-FY,2025-12-01
PFP-00437,A-714-260-02-00,Clutch Assembly,Western Star 49X,2021,5936,1.69,10,1.68,-0.6,Decreasing,2021-FY,2025-12-01
PFP-00438,A-714-260-02-00,Clutch Assembly,Western Star 49X,2022,3266,7.89,16,4.9,-37.9,Spike,2022-FY,2025-12-01
PFP-00439,A-714-260-02-00,Clutch Assembly,Western Star 49X,2023,14857,4.86,76,5.12,5.3,Stable,2023-FY,2025-12-01
PFP-00440,A-714-260-02-00,Clutch Assembly,Western Star 49X,2024,7343,3.45,39,5.31,53.9,Increasing,2024-FY,2025-12-01
PFP-00441,A-714-260-02-00,Clutch Assembly,Freightliner 108SD,2021,9331,4.69,45,4.82,2.8,Decreasing,2021-FY,2025-12-01
PFP-00442,A-714-260-02-00,Clutch Assembly,Freightliner 108SD,2022,4260,0.69,3,0.7,1.4,Decreasing,2022-FY,2025-12-01
PFP-00443,A-714-260-02-00,Clutch Assembly,Freightliner 108SD,2023,3578,2.81,13,3.63,29.2,Spike,2023-FY,2025-12-01
PFP-00444,A-714-260-02-00,Clutch Assembly,Freightliner 108SD,2024,6475,2.41,14,2.16,-10.4,Spike,2024-FY,2025-12-01
PFP-00445,A-714-260-02-00,Clutch Assembly,Western Star 47X,2021,9188,1.49,7,0.76,-49.0,Stable,2021-FY,2025-12-01
PFP-00446,A-714-260-02-00,Clutch Assembly,Western Star 47X,2022,9169,5.4,4,0.44,-91.9,Stable,2022-FY,2025-12-01
PFP-00447,A-714-260-02-00,Clutch Assembly,Western Star 47X,2023,5539,1.87,4,0.72,-61.5,Spike,2023-FY,2025-12-01
PFP-00448,A-714-260-02-00,Clutch Assembly,Western Star 47X,2024,2052,6.69,5,2.44,-63.5,Spike,2024-FY,2025-12-01
PFP-00449,A-460-501-00-00,ABS Sensor,Freightliner 114SD,2021,14849,7.74,14,0.94,-87.9,Spike,2021-FY,2025-12-01
PFP-00450,A-460-501-00-00,ABS Sensor,Freightliner 114SD,2022,5184,2.72,3,0.58,-78.7,Spike,2022-FY,2025-12-01
PFP-00451,A-460-501-00-00,ABS Sensor,Freightliner 114SD,2023,3380,4.72,23,6.8,44.1,Decreasing,2023-FY,2025-12-01
PFP-00452,A-460-501-00-00,ABS Sensor,Freightliner 114SD,2024,14488,1.59,24,1.66,4.4,Decreasing,2024-FY,2025-12-01
PFP-00453,A-460-501-00-00,ABS Sensor,Freightliner M2 112,2021,5284,1.44,3,0.57,-60.4,Decreasing,2021-FY,2025-12-01
PFP-00454,A-460-501-00-00,ABS Sensor,Freightliner M2 112,2022,14029,0.5,9,0.64,28.0,Spike,2022-FY,2025-12-01
PFP-00455,A-460-501-00-00,ABS Sensor,Freightliner M2 112,2023,4615,2.29,11,2.38,3.9,Increasing,2023-FY,2025-12-01
PFP-00456,A-460-501-00-00,ABS Sensor,Freightliner M2 112,2024,9402,6.15,29,3.08,-49.9,Spike,2024-FY,2025-12-01
PFP-00457,A-460-501-00-00,ABS Sensor,Freightliner Cascadia,2021,12568,1.05,1,0.08,-92.4,Spike,2021-FY,2025-12-01
PFP-00458,A-460-501-00-00,ABS Sensor,Freightliner Cascadia,2022,5174,6.26,24,4.64,-25.9,Spike,2022-FY,2025-12-01
PFP-00459,A-460-501-00-00,ABS Sensor,Freightliner Cascadia,2023,13317,3.19,52,3.9,22.3,Increasing,2023-FY,2025-12-01
PFP-00460,A-460-501-00-00,ABS Sensor,Freightliner Cascadia,2024,8930,7.94,83,9.29,17.0,Increasing,2024-FY,2025-12-01
PFP-00461,A-460-501-00-00,ABS Sensor,Freightliner M2 106,2021,7789,6.99,19,2.44,-65.1,Stable,2021-FY,2025-12-01
PFP-00462,A-460-501-00-00,ABS Sensor,Freightliner M2 106,2022,3455,5.3,2,0.58,-89.1,Increasing,2022-FY,2025-12-01
PFP-00463,A-460-501-00-00,ABS Sensor,Freightliner M2 106,2023,9340,3.56,38,4.07,14.3,Stable,2023-FY,2025-12-01
PFP-00464,A-460-501-00-00,ABS Sensor,Freightliner M2 106,2024,12622,6.9,102,8.08,17.1,Decreasing,2024-FY,2025-12-01
PFP-00465,A-460-501-00-00,ABS Sensor,Western Star 49X,2021,1010,6.6,4,3.96,-40.0,Decreasing,2021-FY,2025-12-01
PFP-00466,A-460-501-00-00,ABS Sensor,Western Star 49X,2022,3024,0.53,1,0.33,-37.7,Increasing,2022-FY,2025-12-01
PFP-00467,A-460-501-00-00,ABS Sensor,Western Star 49X,2023,5537,5.32,41,7.4,39.1,Decreasing,2023-FY,2025-12-01
PFP-00468,A-460-501-00-00,ABS Sensor,Western Star 49X,2024,7300,4.5,4,0.55,-87.8,Increasing,2024-FY,2025-12-01
PFP-00469,A-460-501-00-00,ABS Sensor,Freightliner 108SD,2021,6477,6.93,13,2.01,-71.0,Decreasing,2021-FY,2025-12-01
PFP-00470,A-460-501-00-00,ABS Sensor,Freightliner 108SD,2022,5101,4.99,6,1.18,-76.4,Stable,2022-FY,2025-12-01
PFP-00471,A-460-501-00-00,ABS Sensor,Freightliner 108SD,2023,12335,1.76,26,2.11,19.9,Increasing,2023-FY,2025-12-01
PFP-00472,A-460-501-00-00,ABS Sensor,Freightliner 108SD,2024,2617,7.06,26,9.94,40.8,Stable,2024-FY,2025-12-01
PFP-00473,A-460-501-00-00,ABS Sensor,Western Star 47X,2021,12879,5.35,91,7.07,32.1,Decreasing,2021-FY,2025-12-01
PFP-00474,A-460-501-00-00,ABS Sensor,Western Star 47X,2022,521,2.85,1,1.92,-32.6,Decreasing,2022-FY,2025-12-01
PFP-00475,A-460-501-00-00,ABS Sensor,Western Star 47X,2023,11698,3.65,12,1.03,-71.8,Increasing,2023-FY,2025-12-01
PFP-00476,A-460-501-00-00,ABS Sensor,Western Star 47X,2024,13928,4.02,74,5.31,32.1,Decreasing,2024-FY,2025-12-01
PFP-00477,A-680-480-03-00,DEF Dosing Unit,Freightliner 114SD,2021,7787,7.55,76,9.76,29.3,Stable,2021-FY,2025-12-01
PFP-00478,A-680-480-03-00,DEF Dosing Unit,Freightliner 114SD,2022,13755,5.87,86,6.25,6.5,Stable,2022-FY,2025-12-01
PFP-00479,A-680-480-03-00,DEF Dosing Unit,Freightliner 114SD,2023,4844,1.99,9,1.86,-6.5,Spike,2023-FY,2025-12-01
PFP-00480,A-680-480-03-00,DEF Dosing Unit,Freightliner 114SD,2024,3229,5.58,5,1.55,-72.2,Stable,2024-FY,2025-12-01
PFP-00481,A-680-480-03-00,DEF Dosing Unit,Freightliner M2 112,2021,502,7.41,6,11.95,61.3,Spike,2021-FY,2025-12-01
PFP-00482,A-680-480-03-00,DEF Dosing Unit,Freightliner M2 112,2022,11811,6.41,66,5.59,-12.8,Stable,2022-FY,2025-12-01
PFP-00483,A-680-480-03-00,DEF Dosing Unit,Freightliner M2 112,2023,10467,3.99,41,3.92,-1.8,Increasing,2023-FY,2025-12-01
PFP-00484,A-680-480-03-00,DEF Dosing Unit,Freightliner M2 112,2024,13140,2.87,27,2.05,-28.6,Stable,2024-FY,2025-12-01
PFP-00485,A-680-480-03-00,DEF Dosing Unit,Freightliner Cascadia,2021,14852,4.21,68,4.58,8.8,Increasing,2021-FY,2025-12-01
PFP-00486,A-680-480-03-00,DEF Dosing Unit,Freightliner Cascadia,2022,14049,1.83,39,2.78,51.9,Stable,2022-FY,2025-12-01
PFP-00487,A-680-480-03-00,DEF Dosing Unit,Freightliner Cascadia,2023,12923,7.16,110,8.51,18.9,Spike,2023-FY,2025-12-01
PFP-00488,A-680-480-03-00,DEF Dosing Unit,Freightliner Cascadia,2024,10340,3.19,8,0.77,-75.9,Stable,2024-FY,2025-12-01
PFP-00489,A-680-480-03-00,DEF Dosing Unit,Freightliner M2 106,2021,11148,0.62,5,0.45,-27.4,Spike,2021-FY,2025-12-01
PFP-00490,A-680-480-03-00,DEF Dosing Unit,Freightliner M2 106,2022,2859,6.83,18,6.3,-7.8,Increasing,2022-FY,2025-12-01
PFP-00491,A-680-480-03-00,DEF Dosing Unit,Freightliner M2 106,2023,11059,6.82,59,5.34,-21.7,Spike,2023-FY,2025-12-01
PFP-00492,A-680-480-03-00,DEF Dosing Unit,Freightliner M2 106,2024,11006,2.25,23,2.09,-7.1,Spike,2024-FY,2025-12-01
PFP-00493,A-680-480-03-00,DEF Dosing Unit,Western Star 49X,2021,9856,2.39,22,2.23,-6.7,Decreasing,2021-FY,2025-12-01
PFP-00494,A-680-480-03-00,DEF Dosing Unit,Western Star 49X,2022,9710,3.4,40,4.12,21.2,Decreasing,2022-FY,2025-12-01
PFP-00495,A-680-480-03-00,DEF Dosing Unit,Western Star 49X,2023,7275,2.2,22,3.02,37.3,Decreasing,2023-FY,2025-12-01
PFP-00496,A-680-480-03-00,DEF Dosing Unit,Western Star 49X,2024,13993,0.99,2,0.14,-85.9,Spike,2024-FY,2025-12-01
PFP-00497,A-680-480-03-00,DEF Dosing Unit,Freightliner 108SD,2021,1206,1.38,3,2.49,80.4,Spike,2021-FY,2025-12-01
PFP-00498,A-680-480-03-00,DEF Dosing Unit,Freightliner 108SD,2022,6601,1.59,11,1.67,5.0,Increasing,2022-FY,2025-12-01
PFP-00499,A-680-480-03-00,DEF Dosing Unit,Freightliner 108SD,2023,10458,5.27,8,0.76,-85.6,Stable,2023-FY,2025-12-01
PFP-00500,A-680-480-03-00,DEF Dosing Unit,Freightliner 108SD,2024,11805,3.26,32,2.71,-16.9,Stable,2024-FY,2025-12-01
PFP-00501,A-680-480-03-00,DEF Dosing Unit,Western Star 47X,2021,5690,1.15,1,0.18,-84.3,Spike,2021-FY,2025-12-01
PFP-00502,A-680-480-03-00,DEF Dosing Unit,Western Star 47X,2022,4732,6.55,37,7.82,19.4,Spike,2022-FY,2025-12-01
PFP-00503,A-680-480-03-00,DEF Dosing Unit,Western Star 47X,2023,1507,4.48,2,1.33,-70.3,Stable,2023-FY,2025-12-01
PFP-00504,A-680-480-03-00,DEF Dosing Unit,Western Star 47X,2024,2324,4.71,4,1.72,-63.5,Decreasing,2024-FY,2025-12-01
PFP-00505,A-680-490-05-00,SCR Catalyst,Freightliner 114SD,2021,10479,5.29,35,3.34,-36.9,Spike,2021-FY,2025-12-01
PFP-00506,A-680-490-05-00,SCR Catalyst,Freightliner 114SD,2022,10488,1.2,1,0.1,-91.7,Increasing,2022-FY,2025-12-01
PFP-00507,A-680-490-05-00,SCR Catalyst,Freightliner 114SD,2023,1156,7.28,12,10.38,42.6,Spike,2023-FY,2025-12-01
PFP-00508,A-680-490-05-00,SCR Catalyst,Freightliner 114SD,2024,14424,4.16,30,2.08,-50.0,Increasing,2024-FY,2025-12-01
PFP-00509,A-680-490-05-00,SCR Catalyst,Freightliner M2 112,2021,12406,6.94,59,4.76,-31.4,Increasing,2021-FY,2025-12-01
PFP-00510,A-680-490-05-00,SCR Catalyst,Freightliner M2 112,2022,11967,3.13,31,2.59,-17.3,Decreasing,2022-FY,2025-12-01
PFP-00511,A-680-490-05-00,SCR Catalyst,Freightliner M2 112,2023,768,5.85,5,6.51,11.3,Spike,2023-FY,2025-12-01
PFP-00512,A-680-490-05-00,SCR Catalyst,Freightliner M2 112,2024,4901,4.74,10,2.04,-57.0,Increasing,2024-FY,2025-12-01
PFP-00513,A-680-490-05-00,SCR Catalyst,Freightliner Cascadia,2021,5123,5.31,37,7.22,36.0,Increasing,2021-FY,2025-12-01
PFP-00514,A-680-490-05-00,SCR Catalyst,Freightliner Cascadia,2022,1904,0.86,3,1.58,83.7,Spike,2022-FY,2025-12-01
PFP-00515,A-680-490-05-00,SCR Catalyst,Freightliner Cascadia,2023,7710,2.44,15,1.95,-20.1,Spike,2023-FY,2025-12-01
PFP-00516,A-680-490-05-00,SCR Catalyst,Freightliner Cascadia,2024,8999,4.78,31,3.44,-28.0,Increasing,2024-FY,2025-12-01
PFP-00517,A-680-490-05-00,SCR Catalyst,Freightliner M2 106,2021,12931,6.56,45,3.48,-47.0,Spike,2021-FY,2025-12-01
PFP-00518,A-680-490-05-00,SCR Catalyst,Freightliner M2 106,2022,12887,0.74,5,0.39,-47.3,Increasing,2022-FY,2025-12-01
PFP-00519,A-680-490-05-00,SCR Catalyst,Freightliner M2 106,2023,13376,2.09,27,2.02,-3.3,Increasing,2023-FY,2025-12-01
PFP-00520,A-680-490-05-00,SCR Catalyst,Freightliner M2 106,2024,6095,6.81,5,0.82,-88.0,Increasing,2024-FY,2025-12-01
PFP-00521,A-680-490-05-00,SCR Catalyst,Western Star 49X,2021,7168,4.91,44,6.14,25.1,Spike,2021-FY,2025-12-01
PFP-00522,A-680-490-05-00,SCR Catalyst,Western Star 49X,2022,8720,5.54,38,4.36,-21.3,Spike,2022-FY,2025-12-01
PFP-00523,A-680-490-05-00,SCR Catalyst,Western Star 49X,2023,14079,5.89,116,8.24,39.9,Decreasing,2023-FY,2025-12-01
PFP-00524,A-680-490-05-00,SCR Catalyst,Western Star 49X,2024,1058,1.07,1,0.95,-11.2,Stable,2024-FY,2025-12-01
PFP-00525,A-680-490-05-00,SCR Catalyst,Freightliner 108SD,2021,605,1.87,2,3.31,77.0,Spike,2021-FY,2025-12-01
PFP-00526,A-680-490-05-00,SCR Catalyst,Freightliner 108SD,2022,5711,4.81,19,3.33,-30.8,Stable,2022-FY,2025-12-01
PFP-00527,A-680-490-05-00,SCR Catalyst,Freightliner 108SD,2023,4396,4.91,32,7.28,48.3,Spike,2023-FY,2025-12-01
PFP-00528,A-680-490-05-00,SCR Catalyst,Freightliner 108SD,2024,7844,1.95,18,2.29,17.4,Increasing,2024-FY,2025-12-01
PFP-00529,A-680-490-05-00,SCR Catalyst,Western Star 47X,2021,5544,3.7,18,3.25,-12.2,Stable,2021-FY,2025-12-01
PFP-00530,A-680-490-05-00,SCR Catalyst,Western Star 47X,2022,4976,7.17,46,9.24,28.9,Spike,2022-FY,2025-12-01
PFP-00531,A-680-490-05-00,SCR Catalyst,Western Star 47X,2023,9288,1.15,4,0.43,-62.6,Spike,2023-FY,2025-12-01
PFP-00532,A-680-490-05-00,SCR Catalyst,Western Star 47X,2024,11200,3.02,9,0.8,-73.5,Decreasing,2024-FY,2025-12-01
PFP-00533,A-960-540-01-00,Fan Clutch Assembly,Freightliner 114SD,2021,10854,1.46,1,0.09,-93.8,Stable,2021-FY,2025-12-01
PFP-00534,A-960-540-01-00,Fan Clutch Assembly,Freightliner 114SD,2022,798,1.66,2,2.51,51.2,Decreasing,2022-FY,2025-12-01
PFP-00535,A-960-540-01-00,Fan Clutch Assembly,Freightliner 114SD,2023,12987,6.3,22,1.69,-73.2,Increasing,2023-FY,2025-12-01
PFP-00536,A-960-540-01-00,Fan Clutch Assembly,Freightliner 114SD,2024,14973,1.29,22,1.47,14.0,Stable,2024-FY,2025-12-01
PFP-00537,A-960-540-01-00,Fan Clutch Assembly,Freightliner M2 112,2021,13813,1.14,9,0.65,-43.0,Decreasing,2021-FY,2025-12-01
PFP-00538,A-960-540-01-00,Fan Clutch Assembly,Freightliner M2 112,2022,4660,6.24,15,3.22,-48.4,Increasing,2022-FY,2025-12-01
PFP-00539,A-960-540-01-00,Fan Clutch Assembly,Freightliner M2 112,2023,10491,7.34,58,5.53,-24.7,Stable,2023-FY,2025-12-01
PFP-00540,A-960-540-01-00,Fan Clutch Assembly,Freightliner M2 112,2024,14503,5.42,44,3.03,-44.1,Spike,2024-FY,2025-12-01
PFP-00541,A-960-540-01-00,Fan Clutch Assembly,Freightliner Cascadia,2021,14474,4.05,16,1.11,-72.6,Increasing,2021-FY,2025-12-01
PFP-00542,A-960-540-01-00,Fan Clutch Assembly,Freightliner Cascadia,2022,1572,5.88,4,2.54,-56.8,Increasing,2022-FY,2025-12-01
PFP-00543,A-960-540-01-00,Fan Clutch Assembly,Freightliner Cascadia,2023,5648,7.91,52,9.21,16.4,Increasing,2023-FY,2025-12-01
PFP-00544,A-960-540-01-00,Fan Clutch Assembly,Freightliner Cascadia,2024,1161,5.03,7,6.03,19.9,Spike,2024-FY,2025-12-01
PFP-00545,A-960-540-01-00,Fan Clutch Assembly,Freightliner M2 106,2021,13502,5.36,105,7.78,45.1,Stable,2021-FY,2025-12-01
PFP-00546,A-960-540-01-00,Fan Clutch Assembly,Freightliner M2 106,2022,9650,5.53,60,6.22,12.5,Increasing,2022-FY,2025-12-01
PFP-00547,A-960-540-01-00,Fan Clutch Assembly,Freightliner M2 106,2023,848,2.81,4,4.72,68.0,Increasing,2023-FY,2025-12-01
PFP-00548,A-960-540-01-00,Fan Clutch Assembly,Freightliner M2 106,2024,693,5.2,6,8.66,66.5,Increasing,2024-FY,2025-12-01
PFP-00549,A-960-540-01-00,Fan Clutch Assembly,Western Star 49X,2021,8558,1.74,15,1.75,0.6,Increasing,2021-FY,2025-12-01
PFP-00550,A-960-540-01-00,Fan Clutch Assembly,Western Star 49X,2022,2759,1.95,2,0.72,-63.1,Stable,2022-FY,2025-12-01
PFP-00551,A-960-540-01-00,Fan Clutch Assembly,Western Star 49X,2023,3684,2.2,12,3.26,48.2,Increasing,2023-FY,2025-12-01
PFP-00552,A-960-540-01-00,Fan Clutch Assembly,Western Star 49X,2024,3664,6.75,32,8.73,29.3,Increasing,2024-FY,2025-12-01
PFP-00553,A-960-540-01-00,Fan Clutch Assembly,Freightliner 108SD,2021,2645,5.01,20,7.56,50.9,Stable,2021-FY,2025-12-01
PFP-00554,A-960-540-01-00,Fan Clutch Assembly,Freightliner 108SD,2022,5692,7.7,61,10.72,39.2,Stable,2022-FY,2025-12-01
PFP-00555,A-960-540-01-00,Fan Clutch Assembly,Freightliner 108SD,2023,9696,4.04,9,0.93,-77.0,Decreasing,2023-FY,2025-12-01
PFP-00556,A-960-540-01-00,Fan Clutch Assembly,Freightliner 108SD,2024,13431,6.07,25,1.86,-69.4,Spike,2024-FY,2025-12-01
PFP-00557,A-960-540-01-00,Fan Clutch Assembly,Western Star 47X,2021,10853,6.35,101,9.31,46.6,Stable,2021-FY,2025-12-01
PFP-00558,A-960-540-01-00,Fan Clutch Assembly,Western Star 47X,2022,9716,3.54,22,2.26,-36.2,Increasing,2022-FY,2025-12-01
PFP-00559,A-960-540-01-00,Fan Clutch Assembly,Western Star 47X,2023,9615,4.87,66,6.86,40.9,Spike,2023-FY,2025-12-01
PFP-00560,A-960-540-01-00,Fan Clutch Assembly,Western Star 47X,2024,14997,7.88,4,0.27,-96.6,Stable,2024-FY,2025-12-01
