audit_id,claim_id,action,action_date,performed_by,role,previous_status,new_status,notes,routing_rule
AUD-004254,WC-2023001763,Routed,2025-04-24 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-004255,WC-2023001763,Rejected,2025-04-28 20:00:00,REVIEWER-07,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-004256,WC-2023001764,Submitted,2024-12-19 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004257,WC-2023001764,Routed,2024-12-20 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004258,WC-2023001765,Submitted,2023-02-13 00:00:00,DLR-011-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004259,WC-2023001765,Routed,2023-02-14 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004260,WC-2023001766,Submitted,2025-10-08 00:00:00,DLR-010-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004261,WC-2023001766,Routed,2025-10-08 06:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-004262,WC-2023001767,Submitted,2025-09-25 00:00:00,DLR-003-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004263,WC-2023001767,Routed,2025-09-25 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 5. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004264,WC-2023001767,Rejected,2025-09-29 14:00:00,REVIEWER-12,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-004265,WC-2023001768,Submitted,2025-05-01 00:00:00,DLR-020-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004266,WC-2023001768,Routed,2025-05-02 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004267,WC-2023001769,Submitted,2024-03-11 00:00:00,DLR-015-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004268,WC-2023001769,Routed,2024-03-12 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004269,WC-2023001770,Submitted,2025-06-01 00:00:00,DLR-002-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004270,WC-2023001770,Routed,2025-06-01 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004271,WC-2023001770,Rejected,2025-06-05 04:00:00,REVIEWER-12,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-004272,WC-2023001771,Submitted,2025-03-11 00:00:00,DLR-012-TECH-12,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004273,WC-2023001771,Routed,2025-03-11 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 15. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-004274,WC-2023001772,Submitted,2023-01-03 00:00:00,DLR-007-TECH-06,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004275,WC-2023001772,Routed,2023-01-04 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004276,WC-2023001773,Submitted,2023-04-11 00:00:00,DLR-017-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004277,WC-2023001773,Routed,2023-04-12 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 25. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004278,WC-2023001773,Rejected,2023-04-12 22:00:00,REVIEWER-02,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-004279,WC-2023001774,Submitted,2024-04-05 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004280,WC-2023001774,Routed,2024-04-06 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-004281,WC-2023001775,Submitted,2025-12-09 00:00:00,DLR-010-TECH-07,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004282,WC-2023001775,Routed,2025-12-09 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004283,WC-2023001775,Approved,2025-12-10 00:00:00,REVIEWER-02,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004284,WC-2023001776,Submitted,2025-09-16 00:00:00,DLR-005-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004285,WC-2023001776,Routed,2025-09-16 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-004286,WC-2023001777,Submitted,2025-10-07 00:00:00,DLR-018-TECH-11,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004287,WC-2023001777,Routed,2025-10-08 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004288,WC-2023001777,Approved,2025-10-12 18:00:00,REVIEWER-11,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004289,WC-2023001778,Submitted,2024-07-15 00:00:00,DLR-010-TECH-08,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004290,WC-2023001778,Routed,2024-07-16 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004291,WC-2023001779,Submitted,2025-10-05 00:00:00,DLR-014-TECH-05,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004292,WC-2023001779,Routed,2025-10-06 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004293,WC-2023001780,Submitted,2024-10-27 00:00:00,DLR-014-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004294,WC-2023001780,Routed,2024-10-28 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 35. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004295,WC-2023001781,Submitted,2024-06-12 00:00:00,DLR-015-TECH-05,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004296,WC-2023001781,Routed,2024-06-12 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004297,WC-2023001782,Submitted,2024-10-09 00:00:00,DLR-013-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004298,WC-2023001782,Routed,2024-10-09 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 30. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004299,WC-2023001783,Submitted,2025-03-12 00:00:00,DLR-002-TECH-08,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004300,WC-2023001783,Routed,2025-03-13 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-004301,WC-2023001784,Submitted,2024-09-01 00:00:00,DLR-012-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004302,WC-2023001784,Routed,2024-09-01 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-004303,WC-2023001785,Submitted,2025-02-24 00:00:00,DLR-009-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004304,WC-2023001785,Routed,2025-02-24 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 25. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004305,WC-2023001786,Submitted,2024-10-15 00:00:00,DLR-011-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004306,WC-2023001786,Routed,2024-10-16 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004307,WC-2023001786,Approved,2024-10-17 18:00:00,REVIEWER-15,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004308,WC-2023001787,Submitted,2023-09-27 00:00:00,DLR-007-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004309,WC-2023001787,Routed,2023-09-28 02:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 66. Routed to REVIEWER-04.,MEDIUM_RISK_MANUAL_REVIEW
AUD-004310,WC-2023001788,Submitted,2023-07-15 00:00:00,DLR-006-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004311,WC-2023001788,Routed,2023-07-16 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004312,WC-2023001789,Submitted,2023-01-22 00:00:00,DLR-019-TECH-05,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004313,WC-2023001789,Routed,2023-01-23 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004314,WC-2023001789,Rejected,2023-01-24 23:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-004315,WC-2023001790,Submitted,2023-08-24 00:00:00,DLR-010-TECH-06,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004316,WC-2023001790,Routed,2023-08-25 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 37. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004317,WC-2023001791,Submitted,2025-01-10 00:00:00,DLR-014-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004318,WC-2023001791,Routed,2025-01-10 06:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-004319,WC-2023001792,Submitted,2025-10-22 00:00:00,DLR-010-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004320,WC-2023001792,Routed,2025-10-22 18:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 64. Routed to REVIEWER-03.,MEDIUM_RISK_MANUAL_REVIEW
AUD-004321,WC-2023001793,Submitted,2024-03-28 00:00:00,DLR-020-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004322,WC-2023001793,Routed,2024-03-28 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-004323,WC-2023001794,Submitted,2025-11-09 00:00:00,DLR-002-TECH-14,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004324,WC-2023001794,Routed,2025-11-10 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004325,WC-2023001795,Submitted,2025-03-19 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004326,WC-2023001795,Routed,2025-03-20 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 35. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004327,WC-2023001795,Approved,2025-03-24 07:00:00,REVIEWER-11,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004328,WC-2023001796,Submitted,2025-09-04 00:00:00,DLR-013-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004329,WC-2023001796,Routed,2025-09-04 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 16. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004330,WC-2023001797,Submitted,2025-10-17 00:00:00,DLR-001-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004331,WC-2023001797,Routed,2025-10-18 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004332,WC-2023001798,Submitted,2023-09-15 00:00:00,DLR-012-TECH-08,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004333,WC-2023001798,Routed,2023-09-16 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004334,WC-2023001799,Submitted,2025-02-23 00:00:00,DLR-010-TECH-12,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004335,WC-2023001799,Routed,2025-02-24 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004336,WC-2023001799,Approved,2025-02-24 20:00:00,REVIEWER-13,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004337,WC-2023001800,Submitted,2024-04-27 00:00:00,DLR-003-TECH-09,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004338,WC-2023001800,Routed,2024-04-27 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-004339,WC-2023001800,Approved,2024-04-30 22:00:00,REVIEWER-01,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004340,WC-2023001801,Submitted,2025-05-15 00:00:00,DLR-015-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004341,WC-2023001801,Routed,2025-05-16 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004342,WC-2023001802,Submitted,2025-04-28 00:00:00,DLR-008-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004343,WC-2023001802,Routed,2025-04-30 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 35. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004344,WC-2023001802,Rejected,2025-04-30 02:00:00,REVIEWER-04,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-004345,WC-2023001803,Submitted,2025-04-21 00:00:00,DLR-001-TECH-10,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004346,WC-2023001803,Routed,2025-04-22 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004347,WC-2023001804,Submitted,2024-10-27 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004348,WC-2023001804,Routed,2024-10-28 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004349,WC-2023001805,Submitted,2024-03-20 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004350,WC-2023001805,Routed,2024-03-21 06:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 35. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-004351,WC-2023001805,Rejected,2024-03-23 09:00:00,REVIEWER-10,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-004352,WC-2023001806,Submitted,2023-11-06 00:00:00,DLR-009-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004353,WC-2023001806,Routed,2023-11-06 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004354,WC-2023001807,Submitted,2025-03-08 00:00:00,DLR-001-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004355,WC-2023001807,Routed,2025-03-09 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 16. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004356,WC-2023001807,Approved,2025-03-13 04:00:00,REVIEWER-15,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004357,WC-2023001808,Submitted,2023-08-04 00:00:00,DLR-017-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004358,WC-2023001808,Routed,2023-08-05 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-004359,WC-2023001809,Submitted,2025-04-14 00:00:00,DLR-008-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004360,WC-2023001809,Routed,2025-04-15 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 29. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-004361,WC-2023001809,Approved,2025-04-18 21:00:00,REVIEWER-06,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004362,WC-2023001810,Submitted,2025-12-16 00:00:00,DLR-008-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004363,WC-2023001810,Routed,2025-12-17 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004364,WC-2023001810,Rejected,2025-12-22 09:00:00,REVIEWER-12,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-004365,WC-2023001811,Submitted,2024-04-17 00:00:00,DLR-006-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004366,WC-2023001811,Routed,2024-04-18 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004367,WC-2023001811,Approved,2024-04-20 07:00:00,REVIEWER-13,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004368,WC-2023001812,Submitted,2023-07-18 00:00:00,DLR-001-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004369,WC-2023001812,Routed,2023-07-18 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004370,WC-2023001812,Approved,2023-07-18 15:00:00,REVIEWER-13,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004371,WC-2023001813,Submitted,2024-04-17 00:00:00,DLR-006-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004372,WC-2023001813,Routed,2024-04-17 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004373,WC-2023001814,Submitted,2025-03-15 00:00:00,DLR-007-TECH-09,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004374,WC-2023001814,Routed,2025-03-15 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004375,WC-2023001814,Rejected,2025-03-17 17:00:00,REVIEWER-12,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-004376,WC-2023001815,Submitted,2025-02-10 00:00:00,DLR-002-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004377,WC-2023001815,Routed,2025-02-10 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 30. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-004378,WC-2023001816,Submitted,2024-03-19 00:00:00,DLR-008-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004379,WC-2023001816,Routed,2024-03-20 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004380,WC-2023001817,Submitted,2025-10-08 00:00:00,DLR-013-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004381,WC-2023001817,Routed,2025-10-09 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-004382,WC-2023001818,Submitted,2024-03-21 00:00:00,DLR-014-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004383,WC-2023001818,Routed,2024-03-21 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004384,WC-2023001819,Submitted,2023-01-13 00:00:00,DLR-006-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004385,WC-2023001819,Routed,2023-01-14 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004386,WC-2023001820,Submitted,2025-07-18 00:00:00,DLR-015-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004387,WC-2023001820,Routed,2025-07-18 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004388,WC-2023001820,Rejected,2025-07-18 17:00:00,REVIEWER-08,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-004389,WC-2023001821,Submitted,2025-12-26 00:00:00,DLR-008-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004390,WC-2023001821,Routed,2025-12-26 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004391,WC-2023001822,Submitted,2025-01-25 00:00:00,DLR-007-TECH-14,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004392,WC-2023001822,Routed,2025-01-26 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004393,WC-2023001823,Submitted,2023-01-17 00:00:00,DLR-017-TECH-07,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004394,WC-2023001823,Routed,2023-01-17 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-004395,WC-2023001823,Rejected,2023-01-21 23:00:00,REVIEWER-06,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-004396,WC-2023001824,Submitted,2024-05-06 00:00:00,DLR-020-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004397,WC-2023001824,Routed,2024-05-07 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 25. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004398,WC-2023001825,Submitted,2024-03-03 00:00:00,DLR-014-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004399,WC-2023001825,Routed,2024-03-03 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 16. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-004400,WC-2023001826,Submitted,2023-06-13 00:00:00,DLR-018-TECH-08,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004401,WC-2023001826,Routed,2023-06-13 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-004402,WC-2023001827,Submitted,2024-07-23 00:00:00,DLR-012-TECH-12,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004403,WC-2023001827,Routed,2024-07-23 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004404,WC-2023001827,Rejected,2024-07-25 13:00:00,REVIEWER-05,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-004405,WC-2023001828,Submitted,2023-06-06 00:00:00,DLR-006-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004406,WC-2023001828,Routed,2023-06-07 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004407,WC-2023001829,Submitted,2024-08-13 00:00:00,DLR-011-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004408,WC-2023001829,Routed,2024-08-15 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-004409,WC-2023001829,Rejected,2024-08-17 13:00:00,REVIEWER-10,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-004410,WC-2023001830,Submitted,2025-03-21 00:00:00,DLR-014-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004411,WC-2023001830,Routed,2025-03-22 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 30. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-004412,WC-2023001830,Rejected,2025-03-24 23:00:00,REVIEWER-09,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-004413,WC-2023001831,Submitted,2024-04-21 00:00:00,DLR-016-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004414,WC-2023001831,Routed,2024-04-21 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004415,WC-2023001832,Submitted,2024-12-25 00:00:00,DLR-008-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004416,WC-2023001832,Routed,2024-12-25 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004417,WC-2023001832,Approved,2024-12-27 19:00:00,REVIEWER-05,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004418,WC-2023001833,Submitted,2025-05-03 00:00:00,DLR-015-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004419,WC-2023001833,Routed,2025-05-03 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004420,WC-2023001833,Approved,2025-05-03 12:00:00,REVIEWER-08,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004421,WC-2023001834,Submitted,2023-01-12 00:00:00,DLR-015-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004422,WC-2023001834,Routed,2023-01-13 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004423,WC-2023001835,Submitted,2024-10-03 00:00:00,DLR-013-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
